t_s,roll_deg,cmd_roll_A,pitch_deg,cmd_pitch_A,imu2_roll_deg,imu2_pitch_deg,dt_ms
0.000,1.5234,-5.0000,0.7878,-5.0000,0.0057,-0.0040,0.01
0.020,1.5234,-0.3047,0.7878,-0.0788,0.0057,-0.0040,22.53
0.040,1.5234,-0.3047,0.7878,-0.0788,0.0057,-0.0040,20.07
0.060,1.6627,-0.5407,0.5793,0.2018,0.0057,-0.0040,20.08
0.080,1.6627,-0.3325,0.5793,-0.0579,0.0057,-0.0040,20.09
0.100,1.6640,-0.3348,0.5723,-0.0485,0.0057,-0.0040,20.07
0.120,1.6640,-0.3328,0.5723,-0.0572,0.0105,0.0269,20.07
0.140,1.6640,-0.3328,0.5723,-0.0572,0.0105,0.0269,20.06
0.160,1.6503,-0.3095,0.5697,-0.0537,0.4198,0.5083,20.09
0.180,1.6503,-0.3301,0.5697,-0.0570,0.4198,0.5083,20.07
0.200,1.6434,-0.3184,0.5685,-0.0554,0.4198,0.5083,20.07
0.220,1.6434,-0.3287,0.5685,-0.0568,0.4198,0.5083,20.09
0.240,1.6434,-0.3287,0.5685,-0.0568,0.4198,0.5083,20.08
0.260,1.6503,-0.3404,0.5697,-0.0585,0.4198,0.5083,20.08
0.280,1.6503,-0.3301,0.5697,-0.0570,0.4198,0.5083,20.09
0.300,1.6516,-0.3322,0.5629,-0.0479,0.4198,0.5083,20.08
0.320,1.6516,-0.3303,0.5629,-0.0563,0.3694,0.5097,20.08
0.340,1.6516,-0.3303,0.5629,-0.0563,0.3694,0.5097,20.07
0.360,1.6598,-0.3442,0.5573,-0.0488,0.3720,0.4650,20.07
0.380,1.6598,-0.3320,0.5573,-0.0557,0.3720,0.4650,20.09
0.400,1.6667,-0.3436,0.5585,-0.0573,0.3720,0.4650,20.08
0.420,1.6667,-0.3333,0.5585,-0.0559,0.4225,0.4636,20.07
0.440,1.6667,-0.3333,0.5585,-0.0559,0.4225,0.4636,20.07
0.460,1.6735,-0.3450,0.5598,-0.0576,0.4168,0.4676,20.07
0.480,1.6735,-0.3347,0.5598,-0.0560,0.4168,0.4676,20.09
0.500,1.6680,-0.3253,0.5517,-0.0450,0.4168,0.4676,20.07
0.520,1.6680,-0.3336,0.5517,-0.0552,0.4225,0.4636,20.09
0.540,1.6680,-0.3336,0.5517,-0.0552,0.4225,0.4636,20.07
0.560,1.6680,-0.3336,0.5517,-0.0552,0.4142,0.5123,20.08
0.580,1.6680,-0.3336,0.5517,-0.0552,0.4142,0.5123,20.09
0.600,1.6680,-0.3336,0.5516,-0.0550,0.4142,0.5123,20.07
0.620,1.6680,-0.3336,0.5516,-0.0552,0.4199,0.5083,20.09
0.640,1.6680,-0.3336,0.5516,-0.0552,0.4199,0.5083,20.07
0.660,1.6680,-0.3336,0.5516,-0.0552,0.4646,0.5109,20.07
0.680,1.6680,-0.3336,0.5516,-0.0552,0.4646,0.5109,20.07
0.700,1.6693,-0.3358,0.5448,-0.0461,0.4646,0.5109,20.07
0.720,1.6693,-0.3339,0.5448,-0.0545,0.4646,0.5109,20.09
0.740,1.6693,-0.3339,0.5448,-0.0545,0.4646,0.5109,20.07
0.760,1.6706,-0.3361,0.5379,-0.0452,0.4199,0.5083,20.07
0.780,1.6706,-0.3341,0.5379,-0.0538,0.4199,0.5083,20.08
0.800,1.6761,-0.3436,0.5461,-0.0648,0.4199,0.5083,20.07
0.820,1.6761,-0.3352,0.5461,-0.0546,0.4199,0.5083,20.10
0.840,1.6761,-0.3352,0.5461,-0.0546,0.4199,0.5083,20.07
0.860,1.6761,-0.3352,0.5461,-0.0546,0.4199,0.5083,20.09
0.880,1.6761,-0.3352,0.5461,-0.0546,0.4199,0.5083,20.20
0.900,1.6774,-0.3374,0.5392,-0.0454,0.4199,0.5083,20.07
0.920,1.6774,-0.3355,0.5392,-0.0539,0.4646,0.5109,20.09
0.940,1.6774,-0.3355,0.5392,-0.0539,0.4646,0.5109,20.07
0.960,1.6706,-0.3238,0.5379,-0.0522,0.4646,0.5109,20.09
0.980,1.6706,-0.3341,0.5379,-0.0538,0.4646,0.5109,20.09
1.000,1.6706,-0.3341,0.5379,-0.0538,0.4646,0.5109,20.07
1.020,1.6706,-0.3341,0.5379,-0.0538,0.4646,0.5109,20.09
1.040,1.6706,-0.3341,0.5379,-0.0538,0.4646,0.5109,20.09
1.060,1.6706,-0.3341,0.5379,-0.0538,0.4646,0.5109,20.08
1.080,1.6706,-0.3341,0.5379,-0.0538,0.4646,0.5109,20.09
1.100,1.6719,-0.3363,0.5312,-0.0447,0.4646,0.5109,20.06
1.120,1.6719,-0.3344,0.5312,-0.0531,0.4646,0.5109,20.08
1.140,1.6719,-0.3344,0.5312,-0.0531,0.4646,0.5109,20.07
1.160,1.6719,-0.3344,0.5312,-0.0531,0.4646,0.5109,20.07
1.180,1.6719,-0.3344,0.5312,-0.0531,0.4646,0.5109,20.10
1.200,1.6719,-0.3344,0.5312,-0.0531,0.4646,0.5109,20.06
1.220,1.6719,-0.3344,0.5312,-0.0531,0.4239,0.5140,20.09
1.240,1.6719,-0.3344,0.5312,-0.0531,0.4239,0.5140,20.09
1.260,1.6650,-0.3227,0.5299,-0.0514,0.4239,0.5140,20.08
1.280,1.6650,-0.3330,0.5299,-0.0530,0.4239,0.5140,20.10
1.300,1.6637,-0.3308,0.5367,-0.0622,0.4239,0.5140,20.06
1.320,1.6637,-0.3327,0.5367,-0.0537,0.4296,0.5100,20.07
1.340,1.6637,-0.3327,0.5367,-0.0537,0.4296,0.5100,20.06
1.360,1.6637,-0.3327,0.5367,-0.0537,0.4239,0.5140,20.08
1.380,1.6637,-0.3327,0.5367,-0.0537,0.4239,0.5140,20.09
1.400,1.6555,-0.3189,0.5423,-0.0612,0.4239,0.5140,20.06
1.420,1.6555,-0.3311,0.5423,-0.0542,0.4239,0.5140,20.07
1.440,1.6555,-0.3311,0.5423,-0.0542,0.4239,0.5140,20.06
1.460,1.6486,-0.3195,0.5410,-0.0525,0.4239,0.5140,20.08
1.480,1.6486,-0.3297,0.5410,-0.0541,0.4239,0.5140,20.09
1.500,1.6486,-0.3297,0.5410,-0.0541,0.4199,0.5083,20.07
1.520,1.6486,-0.3297,0.5410,-0.0541,0.4199,0.5083,20.07
1.540,1.6486,-0.3297,0.5410,-0.0541,0.4199,0.5083,20.06
1.560,1.6486,-0.3297,0.5410,-0.0541,0.4199,0.5083,20.08
1.580,1.6486,-0.3297,0.5410,-0.0541,0.4199,0.5083,20.08
1.600,1.6486,-0.3297,0.5410,-0.0541,0.4199,0.5083,20.06
1.620,1.6486,-0.3297,0.5410,-0.0541,0.4199,0.5083,20.08
1.640,1.6486,-0.3297,0.5410,-0.0541,0.4199,0.5083,20.07
1.660,1.6499,-0.3319,0.5341,-0.0449,0.4239,0.5140,20.08
1.680,1.6499,-0.3300,0.5341,-0.0534,0.4239,0.5140,20.08
1.700,1.6568,-0.3416,0.5354,-0.0552,0.4142,0.5123,20.07
1.720,1.6568,-0.3314,0.5354,-0.0535,0.4142,0.5123,20.08
1.740,1.6568,-0.3314,0.5354,-0.0535,0.4142,0.5123,20.07
1.760,1.6512,-0.3219,0.5273,-0.0425,0.4142,0.5123,20.07
1.780,1.6512,-0.3302,0.5273,-0.0527,0.4142,0.5123,20.09
1.800,1.6581,-0.3419,0.5285,-0.0543,0.4142,0.5123,20.07
1.820,1.6581,-0.3316,0.5285,-0.0528,0.4142,0.5123,20.08
1.840,1.6581,-0.3316,0.5285,-0.0528,0.4142,0.5123,20.07
1.860,1.6581,-0.3316,0.5285,-0.0528,0.4142,0.5123,20.08
1.880,1.6581,-0.3316,0.5285,-0.0528,0.4142,0.5123,20.08
1.900,1.6581,-0.3316,0.5285,-0.0528,0.4142,0.5123,20.07
1.920,1.6581,-0.3316,0.5285,-0.0528,0.4142,0.5123,20.09
1.940,1.6581,-0.3316,0.5285,-0.0528,0.4142,0.5123,20.08
1.960,1.6650,-0.3432,0.5299,-0.0547,0.4142,0.5123,20.08
1.980,1.6650,-0.3330,0.5299,-0.0530,0.4142,0.5123,20.08
2.000,1.6663,-0.3352,0.5230,-0.0437,0.4142,0.5123,20.06
2.020,1.6663,-0.3333,0.5230,-0.0523,0.4199,0.5083,20.08
2.040,1.6663,-0.3333,0.5230,-0.0523,0.4199,0.5083,20.09
2.060,1.6663,-0.3333,0.5230,-0.0523,0.4199,0.5083,20.08
2.080,1.6663,-0.3333,0.5230,-0.0523,0.4199,0.5083,20.08
2.100,1.6663,-0.3333,0.5230,-0.0523,0.4239,0.5140,20.07
2.120,1.6663,-0.3333,0.5230,-0.0523,0.4239,0.5140,20.08
2.140,1.6663,-0.3333,0.5230,-0.0523,0.4239,0.5140,20.07
2.160,1.6663,-0.3333,0.5230,-0.0523,0.4239,0.5140,20.09
2.180,1.6663,-0.3333,0.5230,-0.0523,0.4239,0.5140,20.08
2.200,1.6663,-0.3333,0.5230,-0.0523,0.4296,0.5100,20.07
2.220,1.6663,-0.3333,0.5230,-0.0523,0.4296,0.5100,20.07
2.240,1.6663,-0.3333,0.5230,-0.0523,0.4296,0.5100,20.07
2.260,1.6676,-0.3355,0.5161,-0.0431,0.4296,0.5100,20.07
2.280,1.6676,-0.3335,0.5161,-0.0516,0.4296,0.5100,20.08
2.300,1.6676,-0.3335,0.5161,-0.0516,0.4296,0.5100,20.07
2.320,1.6676,-0.3335,0.5161,-0.0516,0.4296,0.5100,20.07
2.340,1.6676,-0.3335,0.5161,-0.0516,0.4296,0.5100,20.07
2.360,1.6676,-0.3335,0.5161,-0.0516,0.4296,0.5100,20.07
2.380,1.6676,-0.3335,0.5161,-0.0516,0.4296,0.5100,20.09
2.400,1.6676,-0.3335,0.5161,-0.0516,0.4296,0.5100,20.08
2.420,1.6676,-0.3335,0.5161,-0.0516,0.4296,0.5100,20.08
2.440,1.6676,-0.3335,0.5161,-0.0516,0.4296,0.5100,20.08
2.460,1.6676,-0.3335,0.5161,-0.0516,0.4296,0.5100,20.08
2.480,1.6676,-0.3335,0.5161,-0.0516,0.4296,0.5100,20.08
2.500,1.6689,-0.3357,0.5092,-0.0424,0.4296,0.5100,20.07
2.520,1.6689,-0.3338,0.5092,-0.0509,0.4296,0.5100,20.09
2.540,1.6689,-0.3338,0.5092,-0.0509,0.4296,0.5100,20.11
2.560,1.6689,-0.3338,0.5092,-0.0509,0.4296,0.5100,20.08
2.580,1.6689,-0.3338,0.5092,-0.0509,0.4296,0.5100,20.09
2.600,1.6676,-0.3316,0.5161,-0.0602,0.4337,0.5157,20.09
2.620,1.6676,-0.3335,0.5161,-0.0516,0.4337,0.5157,20.08
2.640,1.6676,-0.3335,0.5161,-0.0516,0.4337,0.5157,20.07
2.660,1.6676,-0.3335,0.5161,-0.0516,0.4337,0.5157,20.08
2.680,1.6676,-0.3335,0.5161,-0.0516,0.4337,0.5157,20.09
2.700,1.6676,-0.3335,0.5161,-0.0516,0.4337,0.5157,20.07
2.720,1.6676,-0.3335,0.5161,-0.0516,0.4337,0.5157,20.08
2.740,1.6676,-0.3335,0.5161,-0.0516,0.4337,0.5157,20.08
2.760,1.6676,-0.3335,0.5161,-0.0516,0.4337,0.5157,20.07
2.780,1.6676,-0.3335,0.5161,-0.0516,0.4337,0.5157,20.09
2.800,1.6676,-0.3335,0.5161,-0.0516,0.4394,0.5116,20.07
2.820,1.6676,-0.3335,0.5161,-0.0516,0.4394,0.5116,20.08
2.840,1.6676,-0.3335,0.5161,-0.0516,0.4394,0.5116,20.07
2.860,1.6663,-0.3313,0.5230,-0.0609,0.4394,0.5116,20.07
2.880,1.6663,-0.3333,0.5230,-0.0523,0.4394,0.5116,20.07
2.900,1.6663,-0.3333,0.5230,-0.0523,0.4337,0.5157,20.07
2.920,1.6663,-0.3333,0.5230,-0.0523,0.4337,0.5157,20.08
2.940,1.6663,-0.3333,0.5230,-0.0523,0.4337,0.5157,20.08
2.960,1.6663,-0.3333,0.5230,-0.0523,0.4441,0.5426,20.06
2.980,1.6663,-0.3333,0.5230,-0.0523,0.4441,0.5426,20.07
3.000,1.6761,-0.3500,0.5461,-0.0834,0.4414,0.5873,20.07
3.020,1.6761,-0.3352,0.5461,-0.0546,0.4414,0.5873,20.08
3.040,1.6761,-0.3352,0.5461,-0.0546,0.4414,0.5873,20.07
3.060,1.6808,-0.3431,0.5967,-0.1227,0.4438,0.6027,20.06
3.080,1.6808,-0.3362,0.5967,-0.0597,0.4438,0.6027,20.09
3.100,1.6825,-0.3392,0.6255,-0.0984,0.4381,0.6068,20.06
3.120,1.6825,-0.3365,0.6255,-0.0626,0.4381,0.6068,20.08
3.140,1.6782,-0.3291,0.6106,-0.0424,0.4381,0.6068,20.09
3.160,1.6782,-0.3356,0.6106,-0.0611,0.4364,0.6165,20.06
3.180,1.6782,-0.3356,0.6106,-0.0611,0.4364,0.6165,20.07
3.200,1.6752,-0.3306,0.5886,-0.0316,0.4274,0.6401,20.06
3.220,1.6752,-0.3350,0.5886,-0.0589,0.4274,0.6401,20.08
3.240,1.6958,-0.3700,0.5926,-0.0641,0.4274,0.6401,20.09
3.260,1.6958,-0.3392,0.5926,-0.0593,0.4338,0.6613,20.07
3.280,1.6958,-0.3392,0.5926,-0.0593,0.4338,0.6613,20.07
3.300,1.7125,-0.3675,0.6171,-0.0923,0.4247,0.6848,20.06
3.320,1.7125,-0.3425,0.6171,-0.0617,0.4247,0.6848,20.08
3.340,1.7168,-0.3497,0.6321,-0.0820,0.4247,0.6848,20.07
3.360,1.7168,-0.3434,0.6321,-0.0632,0.4132,0.6929,20.07
3.380,1.7168,-0.3434,0.6321,-0.0632,0.4132,0.6929,20.09
3.400,1.7181,-0.3455,0.6255,-0.0543,0.4139,0.7182,20.07
3.420,1.7181,-0.3436,0.6255,-0.0625,0.4139,0.7182,20.08
3.440,1.7150,-0.3384,0.6038,-0.0333,0.4139,0.7182,20.07
3.460,1.7150,-0.3430,0.6038,-0.0604,0.4219,0.7297,20.07
3.480,1.7150,-0.3430,0.6038,-0.0604,0.4219,0.7297,20.08
3.500,1.7261,-0.3618,0.6202,-0.0825,0.4195,0.7142,20.06
3.520,1.7261,-0.3452,0.6202,-0.0620,0.4195,0.7142,20.08
3.540,1.7493,-0.3845,0.6107,-0.0493,0.4195,0.7142,20.09
3.560,1.7493,-0.3499,0.6107,-0.0611,0.4227,0.6948,20.07
3.580,1.7493,-0.3499,0.6107,-0.0611,0.4227,0.6948,20.07
3.600,1.7774,-0.3976,0.5741,-0.0117,0.4248,0.7104,20.06
3.620,1.7774,-0.3555,0.5741,-0.0574,0.4248,0.7104,20.06
3.640,1.8018,-0.3967,0.5581,-0.0359,0.4248,0.7104,20.09
3.660,1.8018,-0.3604,0.5581,-0.0558,0.4312,0.7316,20.07
3.680,1.8018,-0.3604,0.5581,-0.0558,0.4312,0.7316,20.08
3.700,1.8101,-0.3745,0.5522,-0.0479,0.4191,0.7144,20.07
3.720,1.8101,-0.3620,0.5522,-0.0552,0.4191,0.7144,20.08
3.740,1.8005,-0.3457,0.5284,-0.0232,0.4191,0.7144,20.09
3.760,1.8005,-0.3601,0.5284,-0.0528,0.4039,0.7166,20.08
3.780,1.8005,-0.3601,0.5284,-0.0528,0.4039,0.7166,20.09
3.800,1.7592,-0.2902,0.4836,0.0075,0.3491,0.6869,20.08
3.820,1.7592,-0.3518,0.4836,-0.0484,0.3491,0.6869,20.07
3.840,1.6630,-0.1890,0.4281,0.0262,0.3491,0.6869,20.09
3.860,1.6630,-0.3326,0.4281,-0.0428,0.2840,0.5702,20.07
3.880,1.6630,-0.3326,0.4281,-0.0428,0.2840,0.5702,20.07
3.900,1.5453,-0.1331,0.2979,0.1324,0.2566,0.3496,20.07
3.920,1.5453,-0.3091,0.2979,-0.0298,0.2566,0.3496,20.08
3.940,1.4785,-0.1959,0.0852,0.2561,0.2566,0.3496,20.09
3.960,1.4785,-0.2957,0.0852,-0.0085,0.2569,0.0235,20.07
3.980,1.4785,-0.2957,0.0852,-0.0085,0.2569,0.0235,20.07
4.000,1.5089,-0.3473,-0.2299,0.4155,0.2496,-0.3490,20.07
4.020,1.5089,-0.3018,-0.2299,0.0230,0.2496,-0.3490,20.07
4.040,1.5809,-0.4238,-0.6151,0.5414,0.2496,-0.3490,20.07
4.060,1.5809,-0.3162,-0.6151,0.0615,0.2618,-0.7182,20.08
4.080,1.5809,-0.3162,-0.6151,0.0615,0.2618,-0.7182,20.08
4.100,1.6406,-0.4173,-1.0096,0.5919,0.2983,-1.0531,20.08
4.120,1.6406,-0.3281,-1.0096,0.1010,0.2983,-1.0531,20.08
4.140,1.6763,-0.3886,-1.1587,0.3017,0.2983,-1.0531,20.07
4.160,1.6763,-0.3353,-1.1587,0.1159,0.3512,-1.3652,20.08
4.180,1.6763,-0.3353,-1.1587,0.1159,0.3512,-1.3652,20.09
4.200,1.7223,-0.4132,-1.2142,0.1904,0.3267,-1.6050,20.08
4.220,1.7223,-0.3445,-1.2142,0.1214,0.3267,-1.6050,20.08
4.240,1.7276,-0.3534,-1.3553,0.3112,0.3267,-1.6050,20.09
4.260,1.7276,-0.3455,-1.3553,0.1355,0.3151,-1.8027,20.08
4.280,1.7276,-0.3455,-1.3553,0.1355,0.3151,-1.8027,20.09
4.300,1.6699,-0.2478,-1.5798,0.4375,0.2724,-1.9955,20.08
4.320,1.6699,-0.3340,-1.5798,0.1580,0.2724,-1.9955,20.07
4.340,1.5622,-0.1514,-1.8424,0.5113,0.2724,-1.9955,20.07
4.360,1.5622,-0.3124,-1.8424,0.1842,0.2142,-2.1859,20.07
4.380,1.5622,-0.3124,-1.8424,0.1842,0.2142,-2.1859,20.07
4.400,1.4308,-0.0898,-2.0596,0.4766,0.1041,-2.3651,20.07
4.420,1.4308,-0.2862,-2.0596,0.2060,0.1041,-2.3651,20.08
4.440,1.2523,0.0161,-2.2144,0.4141,0.1041,-2.3651,20.09
4.460,1.2523,-0.2505,-2.2144,0.2214,0.0104,-2.5816,20.08
4.480,1.2523,-0.2505,-2.2144,0.2214,0.0104,-2.5816,20.09
4.500,1.0696,0.0591,-2.3838,0.4492,-0.0681,-2.8006,20.08
4.520,1.0696,-0.2139,-2.3838,0.2384,-0.0681,-2.8006,20.07
4.540,0.9472,-0.0068,-2.6131,0.5467,-0.0681,-2.8006,20.09
4.560,0.9472,-0.1894,-2.6131,0.2613,-0.1245,-3.0008,20.07
4.580,0.9472,-0.1894,-2.6131,0.2613,-0.1245,-3.0008,20.09
4.600,0.9082,-0.1233,-2.7839,0.4910,-0.1410,-3.1692,20.09
4.620,0.9082,-0.1816,-2.7839,0.2784,-0.1410,-3.1692,20.07
4.640,0.9541,-0.2594,-2.8824,0.4109,-0.1410,-3.1692,20.07
4.660,0.9541,-0.1908,-2.8824,0.2882,-0.1586,-3.3629,20.15
4.680,0.9541,-0.1908,-2.8824,0.2882,-0.1586,-3.3629,20.07
4.700,1.0160,-0.2958,-3.0557,0.5214,-0.0964,-3.5530,20.08
4.720,1.0160,-0.2032,-3.0557,0.3056,-0.0964,-3.5530,20.07
4.740,1.1046,-0.3534,-3.2597,0.5801,-0.0964,-3.5530,20.06
4.760,1.1046,-0.2209,-3.2597,0.3260,-0.0526,-3.7214,20.07
4.780,1.1046,-0.2209,-3.2597,0.3260,-0.0526,-3.7214,20.08
4.800,1.2118,-0.4025,-3.4460,0.5764,-0.0470,-3.8709,20.09
4.820,1.2118,-0.2424,-3.4460,0.3446,-0.0470,-3.8709,20.07
4.840,1.2526,-0.3115,-3.5524,0.4876,-0.0470,-3.8709,20.09
4.860,1.2526,-0.2505,-3.5524,0.3552,-0.1009,-4.0558,20.15
4.880,1.2526,-0.2505,-3.5524,0.3552,-0.1009,-4.0558,20.07
4.900,1.2420,-0.2325,-3.6897,0.5400,-0.1774,-4.2244,20.08
4.920,1.2420,-0.2484,-3.6897,0.3690,-0.1774,-4.2244,20.07
4.940,1.1299,-0.0586,-3.8603,0.5982,-0.1774,-4.2244,20.10
4.960,1.1299,-0.2260,-3.8603,0.3860,-0.2824,-4.3475,20.07
4.980,1.1299,-0.2260,-3.8603,0.3860,-0.2824,-4.3475,20.10
5.000,0.9639,0.0550,-3.9339,0.4849,-0.3783,-4.4341,20.09
5.020,0.9639,-0.1928,-3.9339,0.3934,-0.3783,-4.4341,20.07
5.040,0.8035,0.0791,-3.9563,0.4236,-0.3783,-4.4341,20.07
5.060,0.8035,-0.1607,-3.9563,0.3956,-0.4443,-4.5506,20.08
5.080,0.8035,-0.1607,-3.9563,0.3956,-0.4443,-4.5506,20.09
5.100,0.6869,0.0369,-4.0563,0.5302,-0.5065,-4.6867,20.07
5.120,0.6869,-0.1374,-4.0563,0.4056,-0.5065,-4.6867,20.07
5.140,0.6400,-0.0581,-4.2214,0.6275,-0.5065,-4.6867,20.10
5.160,0.6400,-0.1280,-4.2214,0.4221,-0.5174,-4.7991,20.08
5.180,0.6400,-0.1280,-4.2214,0.4221,-0.5174,-4.7991,20.08
5.200,0.6621,-0.1654,-4.3383,0.5794,-0.5008,-4.8965,20.08
5.220,0.6621,-0.1324,-4.3383,0.4338,-0.5008,-4.8965,20.07
5.240,0.7477,-0.2774,-4.3726,0.4798,-0.5008,-4.8965,20.09
5.260,0.7477,-0.1495,-4.3726,0.4373,-0.5153,-4.9895,20.07
5.280,0.7477,-0.1495,-4.3726,0.4373,-0.5153,-4.9895,20.09
5.300,0.8679,-0.3532,-4.4499,0.5412,-0.5190,-5.1155,20.09
5.320,0.8679,-0.1736,-4.4499,0.4450,-0.5190,-5.1155,20.07
5.340,0.9135,-0.2509,-4.6194,0.6731,-0.5190,-5.1155,20.07
5.360,0.9135,-0.1827,-4.6194,0.4619,-0.5022,-5.2479,20.07
5.380,0.9135,-0.1827,-4.6194,0.4619,-0.5022,-5.2479,20.09
5.400,0.8886,-0.1405,-4.7948,0.6979,-0.5164,-5.4360,20.07
5.420,0.8886,-0.1777,-4.7948,0.4795,-0.5164,-5.4360,20.07
5.440,0.8187,-0.0593,-4.9575,0.6984,-0.5164,-5.4360,20.07
5.460,0.8187,-0.1637,-4.9575,0.4957,-0.5293,-5.5989,20.07
5.480,0.8187,-0.1637,-4.9575,0.4957,-0.5293,-5.5989,20.08
5.500,0.7623,-0.0681,-5.0389,0.6053,-0.5647,-5.8311,20.07
5.520,0.7623,-0.1525,-5.0389,0.5039,-0.5647,-5.8311,20.07
5.540,0.7248,-0.0889,-5.2169,0.7433,-0.5647,-5.8311,20.08
5.560,0.7248,-0.1450,-5.2169,0.5217,-0.5809,-6.0601,20.09
5.580,0.7248,-0.1450,-5.2169,0.5217,-0.5809,-6.0601,20.07
5.600,0.7170,-0.1318,-5.4391,0.8206,-0.5810,-6.3261,20.07
5.620,0.7170,-0.1434,-5.4391,0.5439,-0.5810,-6.3261,20.07
5.640,0.7403,-0.1828,-5.7127,0.9117,-0.5810,-6.3261,20.09
5.660,0.7403,-0.1481,-5.7127,0.5713,-0.5388,-6.5452,20.09
5.680,0.7403,-0.1481,-5.7127,0.5713,-0.5388,-6.5452,20.08
5.700,0.8062,-0.2597,-5.8999,0.8230,-0.4878,-6.7877,20.09
5.720,0.8062,-0.1612,-5.8999,0.5900,-0.4878,-6.7877,20.08
5.740,0.9090,-0.3354,-5.9950,0.7179,-0.4878,-6.7877,20.07
5.760,0.9090,-0.1818,-5.9950,0.5995,-0.4927,-6.9643,20.08
5.780,0.9090,-0.1818,-5.9950,0.5995,-0.4927,-6.9643,20.07
5.800,1.0060,-0.3461,-6.0910,0.7286,-0.5090,-7.1078,20.09
5.820,1.0060,-0.2012,-6.0910,0.6091,-0.5090,-7.1078,20.08
5.840,1.0221,-0.2284,-6.1804,0.7294,-0.5090,-7.1078,20.07
5.860,1.0221,-0.2044,-6.1804,0.6180,-0.5182,-7.2650,20.09
5.880,1.0221,-0.2044,-6.1804,0.6180,-0.5182,-7.2650,20.09
5.900,0.9333,-0.0541,-6.2466,0.7071,-0.5182,-7.3856,20.09
5.920,0.9333,-0.1867,-6.2466,0.6247,-0.5182,-7.3856,20.09
5.940,0.8248,-0.0029,-5.8609,0.1059,-0.5182,-7.3856,20.08
5.960,0.8248,-0.1650,-5.8609,0.5861,-0.5660,-7.4895,20.08
5.980,0.8248,-0.1650,-5.8609,0.5861,-0.5660,-7.4895,20.07
6.000,0.7237,0.0063,-5.3239,-0.1363,-0.6146,-7.5581,20.08
6.020,0.7237,-0.1447,-5.3239,0.5324,-0.6146,-7.5581,20.08
6.040,0.6611,-0.0387,-4.9153,-0.0174,-0.6146,-7.5581,20.07
6.060,0.6611,-0.1322,-4.9153,0.4915,-0.6446,-7.6484,20.07
6.080,0.6611,-0.1322,-4.9153,0.4915,-0.6446,-7.6484,20.07
6.100,0.6267,-0.0739,-4.6939,0.1937,-0.6202,-7.6492,20.07
6.120,0.6267,-0.1253,-4.6939,0.4694,-0.6202,-7.6492,20.08
6.140,0.6469,-0.1595,-4.6475,0.4069,-0.6202,-7.6492,20.07
6.160,0.6469,-0.1294,-4.6475,0.4647,-0.6164,-7.6431,20.08
6.180,0.6469,-0.1294,-4.6475,0.4647,-0.6164,-7.6431,20.06
6.200,0.6964,-0.2133,-4.7235,0.5670,-0.6138,-7.5673,20.08
6.220,0.6964,-0.1393,-4.7235,0.4724,-0.6138,-7.5673,20.08
6.240,0.7844,-0.2883,-4.8497,0.6420,-0.6138,-7.5673,20.08
6.260,0.7844,-0.1569,-4.8497,0.4850,-0.6168,-7.5481,20.08
6.280,0.7844,-0.1569,-4.8497,0.4850,-0.6168,-7.5481,20.07
6.300,0.8346,-0.2419,-5.0042,0.6927,-0.6242,-7.5342,20.08
6.320,0.8346,-0.1669,-5.0042,0.5004,-0.6242,-7.5342,20.07
6.340,0.7918,-0.0943,-5.0407,0.5496,-0.6242,-7.5342,20.07
6.360,0.7918,-0.1584,-5.0407,0.5041,-0.6226,-7.5440,20.08
6.380,0.7918,-0.1584,-5.0407,0.5041,-0.6226,-7.5440,20.06
