t_s,roll_deg,cmd_roll_A,pitch_deg,cmd_pitch_A,imu2_roll_deg,imu2_pitch_deg,dt_ms
12.760,1.9083,-0.3817,1.3715,-0.1372,0.3796,0.4595,20.07
12.780,1.9184,-0.3989,1.3165,-0.0632,0.3796,0.4595,20.08
12.800,1.9184,-0.3837,1.3165,-0.1317,0.3796,0.4595,20.09
12.820,1.9192,-0.3850,1.2740,-0.0744,0.3796,0.4595,20.07
12.840,1.9192,-0.3838,1.2740,-0.1274,0.3853,0.4554,20.08
12.860,1.9192,-0.3838,1.2740,-0.1274,0.3853,0.4554,20.08
12.880,1.9187,-0.3830,1.2383,-0.0794,0.3869,0.4457,20.08
12.900,1.9187,-0.3837,1.2383,-0.1238,0.3869,0.4457,20.08
12.920,1.9169,-0.3807,1.2095,-0.0851,0.3869,0.4457,20.07
12.940,1.9169,-0.3834,1.2095,-0.1210,0.3828,0.4400,20.09
12.960,1.9169,-0.3834,1.2095,-0.1210,0.3828,0.4400,20.09
12.980,1.9082,-0.3687,1.1795,-0.0805,0.3852,0.4554,20.08
13.000,1.9082,-0.3816,1.1795,-0.1179,0.3852,0.4554,20.08
13.020,1.9095,-0.3839,1.1725,-0.1085,0.3852,0.4554,20.07
13.040,1.9095,-0.3819,1.1725,-0.1172,0.3893,0.4611,20.07
13.060,1.9095,-0.3819,1.1725,-0.1172,0.3893,0.4611,20.07
13.080,1.9052,-0.3746,1.1574,-0.0970,0.3836,0.4652,20.07
13.100,1.9052,-0.3810,1.1574,-0.1157,0.3836,0.4652,20.07
13.120,1.9089,-0.3874,1.1371,-0.0883,0.3836,0.4652,20.06
13.140,1.9089,-0.3818,1.1371,-0.1137,0.3836,0.4652,20.07
13.160,1.9089,-0.3818,1.1371,-0.1137,0.3836,0.4652,20.07
13.180,1.9128,-0.3883,1.1163,-0.0858,0.3820,0.4750,20.08
13.200,1.9128,-0.3826,1.1163,-0.1116,0.3820,0.4750,20.07
13.220,1.9085,-0.3752,1.1013,-0.0914,0.3820,0.4750,20.06
13.240,1.9085,-0.3817,1.1013,-0.1101,0.3763,0.4790,20.09
13.260,1.9085,-0.3817,1.1013,-0.1101,0.3763,0.4790,20.07
13.280,1.9099,-0.3841,1.0943,-0.1008,0.3763,0.4790,20.09
13.300,1.9099,-0.3820,1.0943,-0.1094,0.3763,0.4790,20.08
13.320,1.9044,-0.3726,1.0860,-0.0983,0.3763,0.4790,20.06
13.340,1.9044,-0.3809,1.0860,-0.1086,0.3820,0.4750,20.07
13.360,1.9044,-0.3809,1.0860,-0.1086,0.3820,0.4750,20.07
13.380,1.9081,-0.3873,1.0655,-0.0810,0.3820,0.4749,20.08
13.400,1.9081,-0.3816,1.0655,-0.1066,0.3820,0.4749,20.08
13.420,1.9196,-0.4011,1.0035,-0.0231,0.3820,0.4749,20.06
13.440,1.9196,-0.3839,1.0035,-0.1004,0.3820,0.4749,20.09
13.460,1.9196,-0.3839,1.0035,-0.1004,0.3820,0.4749,20.07
13.480,1.9550,-0.4439,0.5055,0.5693,0.3763,0.4790,20.09
13.500,1.9550,-0.3910,0.5055,-0.0505,0.3763,0.4790,20.09
13.520,1.9980,-0.4638,-0.3751,1.1346,0.3763,0.4790,20.06
13.540,1.9980,-0.3996,-0.3751,0.0375,0.3706,0.4831,20.07
13.560,1.9980,-0.3996,-0.3751,0.0375,0.3706,0.4831,20.07
13.580,2.0291,-0.4523,-0.6180,0.3641,0.3706,0.4831,20.08
13.600,2.0291,-0.4058,-0.6180,0.0618,0.3706,0.4831,20.09
13.620,2.0497,-0.4408,-0.1948,-0.5078,0.3706,0.4831,20.06
13.640,2.0497,-0.4099,-0.1948,0.0195,0.3706,0.4831,20.08
13.660,2.0497,-0.4099,-0.1948,0.0195,0.3706,0.4831,20.09
13.680,2.0867,-0.4726,-0.5079,0.4405,0.3706,0.4831,20.08
13.700,2.0867,-0.4173,-0.5079,0.0508,0.3706,0.4831,20.08
13.720,2.1239,-0.4803,-0.9345,0.6250,0.3706,0.4831,20.07
13.740,2.1239,-0.4248,-0.9345,0.0934,0.3706,0.4831,20.09
13.760,2.1239,-0.4248,-0.9345,0.0934,0.3706,0.4831,20.08
13.780,2.1371,-0.4472,-1.0814,0.2912,0.3690,0.4928,20.07
13.800,2.1371,-0.4274,-1.0814,0.1081,0.3690,0.4928,20.09
13.820,2.1183,-0.3955,-0.9428,-0.0782,0.3690,0.4928,20.08
13.840,2.1183,-0.4237,-0.9428,0.0943,0.3706,0.4831,20.08
13.860,2.1183,-0.4237,-0.9428,0.0943,0.3706,0.4831,20.07
13.880,2.0632,-0.3303,-0.8395,-0.0447,0.3690,0.4928,20.08
13.900,2.0632,-0.4126,-0.8395,0.0839,0.3690,0.4928,20.05
13.920,1.9567,-0.2322,-0.6887,-0.1189,0.3690,0.4928,20.07
13.940,1.9567,-0.3913,-0.6887,0.0689,0.3690,0.4928,20.09
13.960,1.9567,-0.3913,-0.6887,0.0689,0.3690,0.4928,20.08
13.980,1.8397,-0.1930,-0.4049,-0.3130,0.3746,0.4888,20.07
14.000,1.8397,-0.3679,-0.4049,0.0405,0.3746,0.4888,20.07
14.020,1.7994,-0.2995,-0.0354,-0.4568,0.3746,0.4888,20.06
14.040,1.7994,-0.3599,-0.0354,0.0035,0.3763,0.4790,20.09
14.060,1.7994,-0.3599,-0.0354,0.0035,0.3763,0.4790,20.08
14.080,1.8442,-0.4359,0.3353,-0.4951,0.3763,0.4790,20.08
14.100,1.8442,-0.3688,0.3353,-0.0335,0.3763,0.4790,20.08
14.120,1.9037,-0.4696,0.5524,-0.3255,0.3763,0.4790,20.08
14.140,1.9037,-0.3807,0.5524,-0.0552,0.3820,0.4749,20.07
14.160,1.9037,-0.3807,0.5524,-0.0552,0.3820,0.4749,20.09
14.180,1.9259,-0.4184,0.6629,-0.2040,0.3877,0.4709,20.08
14.200,1.9259,-0.3852,0.6629,-0.0663,0.3877,0.4709,20.09
14.220,1.8890,-0.3227,0.8622,-0.3345,0.3877,0.4709,20.07
14.240,1.8890,-0.3778,0.8622,-0.0862,0.3934,0.4668,20.08
14.260,1.8890,-0.3778,0.8622,-0.0862,0.3934,0.4668,20.09
14.280,1.8405,-0.2956,1.0094,-0.2841,0.3934,0.4668,20.09
14.300,1.8405,-0.3681,1.0094,-0.1009,0.3934,0.4668,20.09
14.320,1.8390,-0.3657,1.0944,-0.2153,0.3934,0.4668,20.07
14.340,1.8390,-0.3678,1.0944,-0.1094,0.3950,0.4571,20.07
14.360,1.8390,-0.3678,1.0944,-0.1094,0.3950,0.4571,20.08
14.380,1.8916,-0.4568,1.1183,-0.1417,0.3950,0.4571,20.07
14.400,1.8916,-0.3783,1.1183,-0.1118,0.3950,0.4571,20.07
14.420,1.9578,-0.4906,0.6829,0.4742,0.3950,0.4571,20.06
14.440,1.9578,-0.3916,0.6829,-0.0683,0.3990,0.4628,20.07
14.460,1.9578,-0.3916,0.6829,-0.0683,0.3990,0.4628,20.07
14.480,2.0231,-0.5021,-0.4351,1.4351,0.3990,0.4628,20.09
14.500,2.0231,-0.4046,-0.4351,0.0435,0.3990,0.4628,20.08
14.520,2.0592,-0.4658,-1.6939,1.7372,0.3990,0.4628,20.07
14.540,2.0592,-0.4118,-1.6939,0.1694,0.3990,0.4628,20.08
14.560,2.0592,-0.4118,-1.6939,0.1694,0.3990,0.4628,20.07
14.580,2.0463,-0.3900,-1.6252,0.0769,0.3990,0.4628,20.07
14.600,2.0463,-0.4093,-1.6252,0.1625,0.3990,0.4628,20.07
14.620,2.0130,-0.3528,-0.8778,-0.8426,0.3990,0.4628,20.08
14.640,2.0130,-0.4026,-0.8778,0.0878,0.3990,0.4628,20.08
14.660,2.0130,-0.4026,-0.8778,0.0878,0.3990,0.4628,20.07
14.680,2.0090,-0.3957,-0.7788,-0.0455,0.4047,0.4587,20.07
14.700,2.0090,-0.4018,-0.7788,0.0779,0.4047,0.4587,20.07
14.720,1.9824,-0.3568,-1.0186,0.4005,0.4047,0.4587,20.07
14.740,1.9824,-0.3965,-1.0186,0.1019,0.4088,0.4644,20.07
14.760,1.9824,-0.3965,-1.0186,0.1019,0.4088,0.4644,20.09
14.780,1.9679,-0.3719,-1.6258,0.9186,0.4088,0.4644,20.08
14.800,1.9679,-0.3936,-1.6258,0.1626,0.4088,0.4644,20.09
14.820,1.9738,-0.4035,-2.1865,0.9166,0.4088,0.4644,20.08
14.840,1.9738,-0.3948,-2.1865,0.2186,0.4088,0.4644,20.09
14.860,1.9738,-0.3948,-2.1865,0.2186,0.4088,0.4644,20.09
14.880,1.9929,-0.4271,-1.9481,-0.1022,0.4088,0.4644,20.06
14.900,1.9929,-0.3986,-1.9481,0.1948,0.4088,0.4644,20.07
14.920,2.0260,-0.4548,-1.5935,-0.2826,0.4088,0.4644,20.06
14.940,2.0260,-0.4052,-1.5935,0.1593,0.4088,0.4644,20.08
14.960,2.0260,-0.4052,-1.5935,0.1593,0.4088,0.4644,20.08
14.980,2.0436,-0.4349,-1.4980,0.0308,0.4088,0.4644,20.06
15.000,2.0436,-0.4087,-1.4980,0.1498,0.4088,0.4644,20.08
15.020,2.0024,-0.3389,-1.5056,0.1600,0.4088,0.4644,20.07
15.040,2.0024,-0.4005,-1.5056,0.1506,0.4088,0.4644,20.08
15.060,2.0024,-0.4005,-1.5056,0.1506,0.4088,0.4644,20.07
15.080,1.9335,-0.2837,-1.5185,0.1679,0.4088,0.4644,20.06
15.100,1.9335,-0.3867,-1.5185,0.1518,0.4088,0.4644,20.08
15.120,1.8497,-0.2447,-1.4133,0.0103,0.4088,0.4644,20.07
15.140,1.8497,-0.3699,-1.4133,0.1413,0.4129,0.4701,20.08
15.160,1.8497,-0.3699,-1.4133,0.1413,0.4129,0.4701,20.07
15.180,1.7948,-0.2768,-1.1958,-0.1513,0.4072,0.4741,20.06
15.200,1.7948,-0.3590,-1.1958,0.1196,0.4072,0.4741,20.07
15.220,1.8192,-0.4003,-0.9069,-0.2693,0.4072,0.4741,20.06
15.240,1.8192,-0.3638,-0.9069,0.0907,0.4072,0.4741,20.07
15.260,1.8192,-0.3638,-0.9069,0.0907,0.4072,0.4741,20.08
15.280,1.8616,-0.4358,-0.6003,-0.3219,0.4015,0.4782,20.07
15.300,1.8616,-0.3723,-0.6003,0.0600,0.4015,0.4782,20.07
15.320,1.8818,-0.4066,-0.3266,-0.3085,0.4015,0.4782,20.06
15.340,1.8818,-0.3764,-0.3266,0.0327,0.4015,0.4782,20.07
15.360,1.8818,-0.3764,-0.3266,0.0327,0.4015,0.4782,20.07
15.380,1.8641,-0.3463,-0.1166,-0.2499,0.4015,0.4782,20.07
15.400,1.8641,-0.3728,-0.1166,0.0117,0.4015,0.4782,20.07
15.420,1.8227,-0.3027,0.0677,-0.2364,0.4015,0.4782,20.06
15.440,1.8227,-0.3645,0.0677,-0.0068,0.3958,0.4823,20.07
15.460,1.8227,-0.3645,0.0677,-0.0068,0.3958,0.4823,20.08
15.480,1.7935,-0.3150,0.2256,-0.2192,0.3958,0.4823,20.07
15.500,1.7935,-0.3587,0.2256,-0.0226,0.3958,0.4823,20.09
15.520,1.8006,-0.3708,0.3407,-0.1774,0.3958,0.4823,20.09
15.540,1.8006,-0.3601,0.3407,-0.0341,0.3958,0.4823,20.08
15.560,1.8006,-0.3601,0.3407,-0.0341,0.3958,0.4823,20.08
15.580,1.8305,-0.4107,0.4102,-0.1275,0.3958,0.4823,20.07
15.600,1.8305,-0.3661,0.4102,-0.0410,0.3958,0.4823,20.09
15.620,1.8529,-0.4041,0.4428,-0.0849,0.3958,0.4823,20.07
15.640,1.8529,-0.3706,0.4428,-0.0443,0.3958,0.4823,20.08
15.660,1.8529,-0.3706,0.4428,-0.0443,0.3958,0.4823,20.07
15.680,1.8417,-0.3516,0.4266,-0.0225,0.3917,0.4766,20.06
15.700,1.8417,-0.3683,0.4266,-0.0427,0.3917,0.4766,20.09
15.720,1.8136,-0.3208,0.3858,0.0122,0.3917,0.4766,20.07
15.740,1.8136,-0.3627,0.3858,-0.0386,0.3974,0.4725,20.08
15.760,1.7938,-0.3291,0.3396,0.0236,0.3974,0.4725,20.09
15.780,1.7938,-0.3588,0.3396,-0.0340,0.3974,0.4725,20.07
15.800,1.7938,-0.3588,0.3396,-0.0340,0.3974,0.4725,20.08
15.820,1.8094,-0.3853,0.2927,0.0291,0.3974,0.4725,20.07
15.840,1.8094,-0.3619,0.2927,-0.0293,0.3974,0.4725,20.09
15.860,1.8365,-0.4076,0.2623,0.0117,0.3974,0.4725,20.09
15.880,1.8365,-0.3673,0.2623,-0.0262,0.3974,0.4725,20.08
15.900,1.8365,-0.3673,0.2623,-0.0262,0.3974,0.4725,20.09
15.920,1.8403,-0.3738,0.2416,0.0015,0.4031,0.4684,20.09
15.940,1.8403,-0.3681,0.2416,-0.0242,0.4031,0.4684,20.07
15.960,1.8209,-0.3353,0.2309,-0.0098,0.4031,0.4684,20.09
15.980,1.8209,-0.3642,0.2309,-0.0231,0.4031,0.4684,20.07
16.000,1.8209,-0.3642,0.2309,-0.0231,0.4031,0.4684,20.09
16.020,1.7921,-0.3154,0.2327,-0.0255,0.4031,0.4684,20.08
16.040,1.7921,-0.3584,0.2327,-0.0233,0.4031,0.4684,20.08
16.060,1.7952,-0.3636,0.2546,-0.0527,0.4031,0.4684,20.07
16.080,1.7952,-0.3590,0.2546,-0.0255,0.4129,0.4701,20.09
16.100,1.7952,-0.3590,0.2546,-0.0255,0.4129,0.4701,20.07
16.120,1.8107,-0.3854,0.2859,-0.0676,0.4129,0.4701,20.07
16.140,1.8107,-0.3621,0.2859,-0.0286,0.4129,0.4701,20.08
16.160,1.8138,-0.3673,0.3079,-0.0580,0.4129,0.4701,20.09
16.180,1.8138,-0.3628,0.3079,-0.0308,0.4088,0.4644,20.08
16.200,1.8138,-0.3628,0.3079,-0.0308,0.4088,0.4644,20.08
16.220,1.8031,-0.3446,0.3272,-0.0568,0.4031,0.4684,20.07
16.240,1.8031,-0.3606,0.3272,-0.0327,0.4031,0.4684,20.08
16.260,1.7868,-0.3330,0.3383,-0.0476,0.4031,0.4684,20.08
16.280,1.7868,-0.3574,0.3383,-0.0338,0.4088,0.4644,20.09
16.300,1.7868,-0.3574,0.3383,-0.0338,0.4088,0.4644,20.07
16.320,1.7842,-0.3530,0.3520,-0.0523,0.4145,0.4603,20.07
16.340,1.7842,-0.3568,0.3520,-0.0352,0.4145,0.4603,20.07
16.360,1.7942,-0.3737,0.3753,-0.0665,0.4145,0.4603,20.07
16.380,1.7942,-0.3588,0.3753,-0.0375,0.4145,0.4603,20.07
16.400,1.7942,-0.3588,0.3753,-0.0375,0.4145,0.4603,20.07
16.420,1.8054,-0.3778,0.3916,-0.0595,0.4202,0.4562,20.07
16.440,1.8054,-0.3611,0.3916,-0.0392,0.4202,0.4562,20.08
16.460,1.7959,-0.3451,0.4041,-0.0559,0.4202,0.4562,20.07
16.480,1.7959,-0.3592,0.4041,-0.0404,0.4202,0.4562,20.08
16.500,1.7959,-0.3592,0.4041,-0.0404,0.4202,0.4562,20.07
16.520,1.7878,-0.3454,0.4096,-0.0478,0.4202,0.4562,20.08
16.540,1.7878,-0.3576,0.4096,-0.0410,0.4202,0.4562,20.07
16.560,1.7797,-0.3439,0.4152,-0.0485,0.4202,0.4562,20.08
16.580,1.7797,-0.3559,0.4152,-0.0415,0.4162,0.4506,20.07
16.600,1.7797,-0.3559,0.4152,-0.0415,0.4162,0.4506,20.07
16.620,1.7922,-0.3771,0.4245,-0.0541,0.4162,0.4506,20.07
16.640,1.7922,-0.3584,0.4245,-0.0425,0.4162,0.4506,20.07
16.660,1.7978,-0.3679,0.4327,-0.0534,0.4162,0.4506,20.08
16.680,1.7978,-0.3596,0.4327,-0.0433,0.4162,0.4505,20.08
16.700,1.7978,-0.3596,0.4327,-0.0433,0.4162,0.4505,20.07
16.720,1.7953,-0.3553,0.4464,-0.0618,0.4218,0.4465,20.07
16.740,1.7953,-0.3591,0.4464,-0.0446,0.4218,0.4465,20.07
16.760,1.7803,-0.3336,0.4508,-0.0505,0.4218,0.4465,20.09
16.780,1.7803,-0.3561,0.4508,-0.0451,0.4219,0.4465,20.07
16.800,1.7803,-0.3561,0.4508,-0.0451,0.4219,0.4465,20.09
16.820,1.7734,-0.3444,0.4496,-0.0435,0.4219,0.4465,20.07
16.840,1.7734,-0.3547,0.4496,-0.0450,0.4219,0.4465,20.06
16.860,1.7790,-0.3642,0.4577,-0.0559,0.4219,0.4465,20.09
16.880,1.7790,-0.3558,0.4577,-0.0458,0.4178,0.4408,20.08
16.900,1.7790,-0.3558,0.4577,-0.0458,0.4178,0.4408,20.08
16.920,1.7846,-0.3653,0.4658,-0.0566,0.4178,0.4408,20.08
16.940,1.7846,-0.3569,0.4658,-0.0466,0.4178,0.4408,20.06
16.960,1.7819,-0.3524,0.4796,-0.0652,0.4178,0.4408,20.07
16.980,1.7819,-0.3564,0.4796,-0.0480,0.4178,0.4408,20.08
17.000,1.7819,-0.3564,0.4796,-0.0480,0.4178,0.4408,20.07
17.020,1.7764,-0.3471,0.4714,-0.0369,0.4235,0.4367,20.09
17.040,1.7764,-0.3553,0.4714,-0.0471,0.4235,0.4367,20.06
17.060,1.7683,-0.3415,0.4770,-0.0547,0.4235,0.4367,20.09
17.080,1.7683,-0.3537,0.4770,-0.0477,0.4333,0.4383,20.06
17.100,1.7683,-0.3537,0.4770,-0.0477,0.4333,0.4383,20.08
17.120,1.7738,-0.3630,0.4852,-0.0588,0.4349,0.4286,20.07
17.140,1.7738,-0.3548,0.4852,-0.0485,0.4349,0.4286,20.07
17.160,1.7794,-0.3642,0.4934,-0.0595,0.4349,0.4286,20.09
17.180,1.7794,-0.3559,0.4934,-0.0493,0.4333,0.4383,20.07
17.200,1.7794,-0.3559,0.4934,-0.0493,0.4333,0.4383,20.08
17.220,1.7726,-0.3444,0.4920,-0.0475,0.4317,0.4480,20.08
17.240,1.7726,-0.3545,0.4920,-0.0492,0.4317,0.4480,20.07
17.260,1.7699,-0.3500,0.5060,-0.0680,0.4317,0.4480,20.09
17.280,1.7699,-0.3540,0.5060,-0.0506,0.4236,0.4367,20.09
17.300,1.7699,-0.3540,0.5060,-0.0506,0.4236,0.4367,20.07
17.320,1.7688,-0.3521,0.5126,-0.0596,0.4276,0.4424,20.07
17.340,1.7688,-0.3538,0.5126,-0.0513,0.4276,0.4424,20.07
17.360,1.7743,-0.3630,0.5211,-0.0627,0.4276,0.4424,20.07
17.380,1.7743,-0.3549,0.5211,-0.0521,0.4178,0.4408,20.07
17.400,1.7743,-0.3549,0.5211,-0.0521,0.4178,0.4408,20.07
17.420,1.7813,-0.3668,0.5221,-0.0534,0.4219,0.4465,20.07
17.440,1.7813,-0.3563,0.5221,-0.0522,0.4219,0.4465,20.08
17.460,1.7868,-0.3655,0.5303,-0.0633,0.4219,0.4465,20.07
17.480,1.7868,-0.3574,0.5303,-0.0530,0.4178,0.4408,20.07
17.500,1.7868,-0.3574,0.5303,-0.0530,0.4178,0.4408,20.07
17.520,1.7855,-0.3552,0.5374,-0.0626,0.4178,0.4408,20.08
17.540,1.7855,-0.3571,0.5374,-0.0537,0.4178,0.4408,20.07
17.560,1.7844,-0.3552,0.5440,-0.0625,0.4178,0.4408,20.08
17.580,1.7844,-0.3569,0.5440,-0.0544,0.4178,0.4408,20.07
17.600,1.7844,-0.3569,0.5440,-0.0544,0.4178,0.4408,20.07
17.620,1.7911,-0.3682,0.5458,-0.0569,0.4121,0.4448,20.07
17.640,1.7911,-0.3582,0.5458,-0.0546,0.4121,0.4448,20.07
17.660,1.7994,-0.3724,0.5395,-0.0461,0.4121,0.4448,20.07
17.680,1.7994,-0.3599,0.5395,-0.0540,0.4162,0.4505,20.07
17.700,1.7994,-0.3599,0.5395,-0.0540,0.4162,0.4505,20.07
17.720,1.8035,-0.3669,0.5552,-0.0751,0.4121,0.4448,20.07
17.740,1.8035,-0.3607,0.5552,-0.0555,0.4121,0.4448,20.07
17.760,1.8050,-0.3632,0.5477,-0.0454,0.4121,0.4448,20.08
17.780,1.8050,-0.3610,0.5477,-0.0548,0.4178,0.4408,20.08
17.800,1.8050,-0.3610,0.5477,-0.0548,0.4178,0.4408,20.07
17.820,1.8034,-0.3583,0.5553,-0.0651,0.4178,0.4408,20.07
17.840,1.8034,-0.3607,0.5553,-0.0555,0.4178,0.4408,20.07
17.860,1.8118,-0.3748,0.5492,-0.0472,0.4178,0.4408,20.07
17.880,1.8118,-0.3624,0.5492,-0.0549,0.4235,0.4367,20.07
17.900,1.8118,-0.3624,0.5492,-0.0549,0.4235,0.4367,20.09
17.920,1.8103,-0.3599,0.5566,-0.0649,0.4097,0.4294,20.07
17.940,1.8103,-0.3621,0.5566,-0.0557,0.4097,0.4294,20.07
17.960,1.8105,-0.3623,0.5562,-0.0551,0.4097,0.4294,20.07
17.980,1.8105,-0.3621,0.5562,-0.0556,0.4138,0.4351,20.08
18.000,1.8105,-0.3621,0.5562,-0.0556,0.4138,0.4351,20.07
18.020,1.8090,-0.3596,0.5637,-0.0658,0.4194,0.4310,20.07
18.040,1.8090,-0.3618,0.5637,-0.0564,0.4194,0.4310,20.08
18.060,1.8159,-0.3735,0.5648,-0.0578,0.4194,0.4310,20.09
18.080,1.8159,-0.3632,0.5648,-0.0565,0.3959,0.4221,20.08
18.100,1.8159,-0.3632,0.5648,-0.0565,0.3959,0.4221,20.08
18.120,1.8227,-0.3747,0.5665,-0.0588,0.3788,0.4342,20.09
18.140,1.8227,-0.3645,0.5665,-0.0567,0.3788,0.4342,20.08
18.160,1.8323,-0.3807,0.5907,-0.0892,0.3788,0.4342,20.07
18.180,1.8323,-0.3665,0.5907,-0.0591,0.2179,0.5578,20.07
18.200,1.8323,-0.3665,0.5907,-0.0591,0.2179,0.5578,20.08
18.220,1.8420,-0.3830,0.6882,-0.1902,0.0138,0.8496,20.07
18.240,1.8420,-0.3684,0.6882,-0.0688,0.0138,0.8496,20.08
18.260,1.8813,-0.4350,0.8545,-0.2926,0.0138,0.8496,20.08
18.280,1.8813,-0.3763,0.8545,-0.0855,-0.1083,1.2805,20.07
18.300,1.8813,-0.3763,0.8545,-0.0855,-0.1083,1.2805,20.08
18.320,1.9194,-0.4408,1.1043,-0.4214,-0.0305,1.7750,20.07
18.340,1.9194,-0.3839,1.1043,-0.1104,-0.0305,1.7750,20.08
18.360,1.9228,-0.3897,1.3939,-0.5000,-0.0305,1.7750,20.08
18.380,1.9228,-0.3846,1.3939,-0.1394,0.1921,2.2434,20.08
18.400,1.9228,-0.3846,1.3939,-0.1394,0.1921,2.2434,20.08
18.420,1.8716,-0.2978,1.7154,-0.5719,0.3555,2.6167,20.08
18.440,1.8716,-0.3743,1.7154,-0.1715,0.3555,2.6167,20.07
18.460,1.8250,-0.2953,2.0471,-0.6178,0.3555,2.6167,20.08
18.480,1.8250,-0.3650,2.0471,-0.2047,0.3564,2.8827,20.08
18.500,1.8250,-0.3650,2.0471,-0.2047,0.3564,2.8827,20.07
18.520,1.7817,-0.2918,2.3471,-0.6083,0.1742,3.0729,20.08
18.540,1.7817,-0.3563,2.3471,-0.2347,0.1742,3.0729,20.08
18.560,1.7474,-0.2982,2.6223,-0.6050,0.1742,3.0729,20.07
18.580,1.7474,-0.3495,2.6223,-0.2622,-0.0628,3.3192,20.08
18.600,1.7474,-0.3495,2.6223,-0.2622,-0.0628,3.3192,20.08
18.620,1.7069,-0.2809,2.8594,-0.5812,-0.1684,3.6179,20.07
18.640,1.7069,-0.3414,2.8594,-0.2859,-0.1684,3.6179,20.08
18.660,1.6541,-0.2519,3.0989,-0.6081,-0.1684,3.6179,20.08
18.680,1.6541,-0.3308,3.0989,-0.3099,-0.0837,4.0033,20.08
18.700,1.6541,-0.3308,3.0989,-0.3099,-0.0837,4.0033,20.08
18.720,1.6133,-0.2617,3.3668,-0.6704,0.0354,4.3646,20.07
18.740,1.6133,-0.3227,3.3668,-0.3367,0.0354,4.3646,20.11
18.760,1.5848,-0.2743,3.6445,-0.7103,0.0354,4.3646,20.08
18.780,1.5848,-0.3170,3.6445,-0.3645,0.0864,4.6894,20.07
18.800,1.5848,-0.3170,3.6445,-0.3645,0.0864,4.6894,20.08
18.820,1.5790,-0.3072,3.9360,-0.7565,-0.0092,4.9895,20.08
18.840,1.5790,-0.3158,3.9360,-0.3936,-0.0092,4.9895,20.07
18.860,1.5775,-0.3132,4.1938,-0.7403,-0.0092,4.9895,20.08
18.880,1.5775,-0.3155,4.1938,-0.4194,-0.2274,5.2995,20.07
18.900,1.5775,-0.3155,4.1938,-0.4194,-0.2274,5.2995,20.07
18.920,1.5332,-0.2406,4.4212,-0.7252,-0.4667,5.5806,20.09
18.940,1.5332,-0.3066,4.4212,-0.4421,-0.4667,5.5806,20.08
18.960,1.3634,-0.0189,4.6385,-0.7344,-0.4667,5.5806,20.08
18.980,1.3634,-0.2727,4.6385,-0.4639,-0.5510,5.7425,20.10
19.000,1.3634,-0.2727,4.6385,-0.4639,-0.5510,5.7425,20.07
19.020,1.1522,0.0851,4.8346,-0.7277,-0.4994,5.8419,20.08
19.040,1.1522,-0.2304,4.8346,-0.4835,-0.4994,5.8419,20.08
19.060,1.0134,0.0048,4.9714,-0.6675,-0.4994,5.8419,20.07
19.080,1.0134,-0.2027,4.9714,-0.4971,-0.3967,5.9998,20.09
19.100,1.0134,-0.2027,4.9714,-0.4971,-0.3967,5.9998,20.08
19.120,1.0036,-0.1861,5.1045,-0.6762,-0.2983,6.2477,20.07
