t_s,roll_deg,cmd_roll_A,pitch_deg,cmd_pitch_A,imu2_roll_deg,imu2_pitch_deg,dt_ms
25.540,1.1343,-0.0410,4.7848,-1.7426,0.3606,0.1346,20.07
25.560,1.1343,-0.2269,4.7848,-0.4785,0.3260,0.1493,20.07
25.580,1.1343,-0.2269,4.7848,-0.4785,0.3260,0.1493,20.08
25.600,1.1712,-0.2894,0.1306,5.0000,0.3458,0.1494,20.11
25.620,1.1712,-0.2342,0.1306,-0.0131,0.3458,0.1494,20.07
25.640,1.2804,-0.4192,-4.6344,5.0000,0.3458,0.1494,20.08
25.660,1.2804,-0.2561,-4.6344,0.4634,0.3358,0.1790,20.07
25.680,1.2804,-0.2561,-4.6344,0.4634,0.3358,0.1790,20.08
25.700,1.2803,-0.2559,-5.8821,2.1422,0.3259,0.1592,20.07
25.720,1.2803,-0.2561,-5.8821,0.5882,0.3259,0.1592,20.07
25.740,1.2949,-0.2809,-0.1451,-5.0000,0.3259,0.1592,20.08
25.760,1.2949,-0.2590,-0.1451,0.0145,0.3407,0.1840,20.07
25.780,1.2949,-0.2590,-0.1451,0.0145,0.3407,0.1840,20.07
25.800,1.1204,0.0367,5.1534,-5.0000,0.3455,0.2384,20.08
25.820,1.1204,-0.2241,5.1534,-0.5153,0.3455,0.2384,20.08
25.840,1.1730,-0.3131,3.2054,2.1053,0.3455,0.2384,20.08
25.860,1.1730,-0.2346,3.2054,-0.3205,0.3258,0.2383,20.08
25.880,1.1730,-0.2346,3.2054,-0.3205,0.3258,0.2383,20.07
25.900,1.1998,-0.2801,-1.1384,5.0000,0.3307,0.2433,20.08
25.920,1.1998,-0.2400,-1.1384,0.1138,0.3307,0.2433,20.08
25.940,1.2437,-0.3143,-3.8787,3.8012,0.3307,0.2433,20.07
25.960,1.2437,-0.2487,-3.8787,0.3879,0.3454,0.2582,20.08
25.980,1.2437,-0.2487,-3.8787,0.3879,0.3454,0.2582,20.07
26.000,1.2726,-0.2977,-1.5511,-2.7433,0.3454,0.2582,20.08
26.020,1.2726,-0.2545,-1.5511,0.1551,0.3306,0.2631,20.07
26.040,1.3127,-0.3225,2.0504,-4.6909,0.3306,0.2631,20.07
26.060,1.3127,-0.2625,2.0504,-0.2050,0.3503,0.2928,20.09
26.080,1.3127,-0.2625,2.0504,-0.2050,0.3503,0.2928,20.09
26.100,1.1966,-0.0658,4.8191,-3.9302,0.3305,0.3224,20.07
26.120,1.1966,-0.2393,4.8191,-0.4819,0.3305,0.3224,20.07
26.140,1.1665,-0.1882,1.4316,4.0764,0.3305,0.3224,20.07
26.160,1.1665,-0.2333,1.4316,-0.1432,0.3552,0.3274,20.07
26.180,1.1665,-0.2333,1.4316,-0.1432,0.3552,0.3274,20.07
26.200,1.2465,-0.3689,-4.0066,5.0000,0.3354,0.3273,20.07
26.220,1.2465,-0.2493,-4.0066,0.4007,0.3354,0.3273,20.07
26.240,1.2897,-0.3226,-4.4399,0.9838,0.3354,0.3273,20.07
26.260,1.2897,-0.2579,-4.4399,0.4440,0.3601,0.3225,20.07
26.280,1.2897,-0.2579,-4.4399,0.4440,0.3601,0.3225,20.07
26.300,1.2502,-0.1909,0.2023,-5.0000,0.3551,0.3472,20.07
26.320,1.2502,-0.2500,0.2023,-0.0202,0.3551,0.3472,20.07
26.340,1.1405,-0.0641,4.2818,-5.0000,0.3551,0.3472,20.07
26.360,1.1405,-0.2281,4.2818,-0.4282,0.3501,0.3719,20.07
26.380,1.1405,-0.2281,4.2818,-0.4282,0.3501,0.3719,20.07
26.400,1.1396,-0.2266,3.5402,0.5699,0.3550,0.3768,20.07
26.420,1.1396,-0.2279,3.5402,-0.3540,0.3550,0.3768,20.07
26.440,1.2478,-0.4112,-1.3496,5.0000,0.3550,0.3768,20.07
26.460,1.2478,-0.2496,-1.3496,0.1350,0.3649,0.3769,20.07
26.480,1.2478,-0.2496,-1.3496,0.1350,0.3649,0.3769,20.07
26.500,1.3431,-0.4111,-5.6134,5.0000,0.3649,0.3769,20.07
26.520,1.3431,-0.2686,-5.6134,0.5613,0.3649,0.3769,20.08
26.540,1.3590,-0.2956,-2.5171,-3.6049,0.3649,0.3769,20.07
26.560,1.3590,-0.2718,-2.5171,0.2517,0.3501,0.3719,20.07
26.580,1.3590,-0.2718,-2.5171,0.2517,0.3501,0.3719,20.07
26.600,1.2538,-0.0935,3.0067,-5.0000,0.3945,0.4067,20.07
26.620,1.2538,-0.2508,3.0067,-0.3007,0.3945,0.4067,20.07
26.640,1.2012,-0.1616,5.0750,-3.0842,0.3945,0.4067,20.07
26.660,1.2012,-0.2402,5.0750,-0.5075,0.3500,0.4312,20.07
26.680,1.2012,-0.2402,5.0750,-0.5075,0.3500,0.4312,20.07
26.700,1.1537,-0.1598,1.9849,3.6537,0.3698,0.4115,20.05
26.720,1.1537,-0.2307,1.9849,-0.1985,0.3698,0.4115,20.07
26.740,1.2037,-0.3154,-1.4227,4.3875,0.3698,0.4115,20.07
26.760,1.2037,-0.2407,-1.4227,0.1423,0.3549,0.4263,20.07
26.780,1.2037,-0.2407,-1.4227,0.1423,0.3549,0.4263,20.07
26.800,1.2402,-0.3026,-4.6277,4.4553,0.3648,0.4165,20.07
26.820,1.2402,-0.2480,-4.6277,0.4628,0.3648,0.4165,20.07
26.840,1.2826,-0.3199,-3.4939,-1.0629,0.3648,0.4165,20.07
26.860,1.2826,-0.2565,-3.4939,0.3494,0.3797,0.4017,20.07
26.880,1.2826,-0.2565,-3.4939,0.3494,0.3797,0.4017,20.07
26.900,1.2856,-0.2616,1.6678,-5.0000,0.3747,0.4362,20.07
26.920,1.2856,-0.2571,1.6678,-0.1668,0.3747,0.4362,20.07
26.940,1.1786,-0.0758,5.8763,-5.0000,0.3747,0.4362,20.07
26.960,1.1786,-0.2357,5.8763,-0.5876,0.3746,0.4461,20.07
26.980,1.1786,-0.2357,5.8763,-0.5876,0.3746,0.4461,20.07
27.000,1.1043,-0.1099,4.3018,1.5299,0.3846,0.4363,20.08
27.020,1.1043,-0.2209,4.3018,-0.4302,0.3846,0.4363,20.07
27.040,1.1367,-0.2758,-0.3599,5.0000,0.3846,0.4363,20.07
27.060,1.1367,-0.2273,-0.3599,0.0360,0.3796,0.4313,20.07
27.080,1.1367,-0.2273,-0.3599,0.0360,0.3796,0.4313,20.07
27.100,1.1991,-0.3331,-4.6928,5.0000,0.3895,0.4314,20.07
27.120,1.1991,-0.2398,-4.6928,0.4693,0.3895,0.4314,20.07
27.140,1.2493,-0.3248,-2.2464,-2.8226,0.3895,0.4314,20.07
27.160,1.2493,-0.2499,-2.2464,0.2246,0.3598,0.4313,20.07
27.180,1.2493,-0.2499,-2.2464,0.2246,0.3598,0.4313,20.07
27.200,1.1348,-0.0559,3.3755,-5.0000,0.4043,0.4660,20.07
27.220,1.1348,-0.2270,3.3755,-0.3375,0.4043,0.4660,20.07
27.240,1.0669,-0.1118,5.6476,-3.3949,0.4043,0.4660,20.07
27.260,1.0669,-0.2134,5.6476,-0.5648,0.3646,0.4857,20.07
27.280,1.0669,-0.2134,5.6476,-0.5648,0.3646,0.4857,20.07
27.300,1.0926,-0.2570,2.1582,4.1308,0.3795,0.4610,20.07
27.320,1.0926,-0.2185,2.1582,-0.2158,0.3795,0.4610,20.07
27.340,1.1753,-0.3586,-1.6490,4.9071,0.3795,0.4610,20.07
27.360,1.1753,-0.2351,-1.6490,0.1649,0.3696,0.4808,20.07
27.380,1.1753,-0.2351,-1.6490,0.1649,0.3696,0.4808,20.07
27.400,1.2304,-0.3286,-5.1714,4.9048,0.3795,0.4709,20.07
27.420,1.2304,-0.2461,-5.1714,0.5171,0.3795,0.4709,20.07
27.440,1.2631,-0.3014,-2.6928,-2.8183,0.3795,0.4709,20.07
27.460,1.2631,-0.2526,-2.6928,0.2693,0.3795,0.4511,20.07
27.480,1.2631,-0.2526,-2.6928,0.2693,0.3795,0.4511,20.07
27.500,1.2044,-0.1531,3.2744,-5.0000,0.3943,0.4858,20.07
27.520,1.2044,-0.2409,3.2744,-0.3274,0.3943,0.4858,20.07
27.540,1.0938,-0.0535,6.7573,-5.0000,0.3943,0.4858,20.07
27.560,1.0938,-0.2188,6.7573,-0.6757,0.3745,0.4956,20.07
27.580,1.0938,-0.2188,6.7573,-0.6757,0.3745,0.4956,20.07
27.600,1.0936,-0.2184,3.7093,3.4256,0.3993,0.4709,20.07
27.620,1.0936,-0.2187,3.7093,-0.3709,0.3993,0.4709,20.07
27.640,1.2047,-0.4070,-0.8671,5.0000,0.3993,0.4709,20.07
27.660,1.2047,-0.2409,-0.8671,0.0867,0.3844,0.4858,20.07
27.680,1.2047,-0.2409,-0.8671,0.0867,0.3844,0.4858,20.07
27.700,1.3244,-0.4439,-5.5100,5.0000,0.3943,0.4759,20.07
27.720,1.3244,-0.2649,-5.5100,0.5510,0.3943,0.4759,20.07
27.740,1.3622,-0.3289,-5.7738,0.9060,0.3943,0.4759,20.07
27.760,1.3622,-0.2724,-5.7738,0.5774,0.3944,0.4462,20.07
27.780,1.3622,-0.2724,-5.7738,0.5774,0.3944,0.4462,20.10
27.800,1.3198,-0.2005,-0.1263,-5.0000,0.3893,0.4907,20.07
27.820,1.3198,-0.2640,-0.1263,0.0126,0.3893,0.4907,20.08
27.840,1.1448,0.0325,5.3711,-5.0000,0.3893,0.4907,20.07
27.860,1.1448,-0.2290,5.3711,-0.5371,0.3942,0.4957,20.07
27.880,1.1448,-0.2290,5.3711,-0.5371,0.3942,0.4957,20.07
27.900,1.0380,-0.0479,6.4539,-1.9941,0.3894,0.4907,20.07
27.920,1.0380,-0.2076,6.4539,-0.6454,0.3894,0.4907,20.07
27.940,1.1196,-0.3459,1.8286,5.0000,0.3894,0.4907,20.07
27.960,1.1196,-0.2239,1.8286,-0.1829,0.3992,0.4907,20.07
27.980,1.1196,-0.2239,1.8286,-0.1829,0.3992,0.4907,20.07
28.000,1.2286,-0.4085,-2.9986,5.0000,0.3893,0.4908,20.08
28.020,1.2286,-0.2457,-2.9986,0.2999,0.3893,0.4908,20.07
28.040,1.2921,-0.3534,-3.7627,1.3281,0.3893,0.4908,20.07
28.060,1.2921,-0.2584,-3.7627,0.3763,0.3844,0.4660,20.07
28.080,1.2921,-0.2584,-3.7627,0.3763,0.3844,0.4660,20.07
28.100,1.2808,-0.2393,0.6777,-5.0000,0.3992,0.4908,20.07
28.120,1.2808,-0.2562,0.6777,-0.0678,0.3992,0.4908,20.07
28.140,1.1328,-0.0052,4.9839,-5.0000,0.3992,0.4908,20.07
28.160,1.1328,-0.2266,4.9839,-0.4984,0.3843,0.5154,20.07
28.180,1.1328,-0.2266,4.9839,-0.4984,0.3843,0.5154,20.07
28.200,1.0497,-0.0858,5.8870,-1.7136,0.3695,0.5105,20.07
28.220,1.0497,-0.2099,5.8870,-0.5887,0.3695,0.5105,20.07
28.240,1.1200,-0.3291,0.7752,5.0000,0.3695,0.5105,20.07
28.260,1.1200,-0.2240,0.7752,-0.0775,0.3843,0.5154,20.07
28.280,1.1200,-0.2240,0.7752,-0.0775,0.3843,0.5154,20.07
28.300,1.2123,-0.3803,-4.4622,5.0000,0.3596,0.5005,20.08
28.320,1.2123,-0.2425,-4.4622,0.4462,0.3596,0.5005,20.07
28.340,1.2674,-0.3359,-3.2614,-1.1696,0.3596,0.5005,20.07
28.360,1.2674,-0.2535,-3.2614,0.3261,0.3547,0.4758,20.07
28.380,1.2674,-0.2535,-3.2614,0.3261,0.3547,0.4758,20.07
28.400,1.1717,-0.0913,1.7812,-5.0000,0.3843,0.5055,20.07
28.420,1.1717,-0.2343,1.7812,-0.1781,0.3843,0.5055,20.07
28.440,1.0852,-0.0877,5.4239,-5.0000,0.3843,0.5055,20.07
28.460,1.0852,-0.2170,5.4239,-0.5424,0.3497,0.5203,20.07
28.480,1.0852,-0.2170,5.4239,-0.5424,0.3497,0.5203,20.07
28.500,1.0656,-0.1838,3.3627,2.2311,0.3547,0.4955,20.07
28.520,1.0656,-0.2131,3.3627,-0.3363,0.3547,0.4955,20.08
28.540,1.0963,-0.2652,-1.4929,5.0000,0.3547,0.4955,20.07
28.560,1.0963,-0.2193,-1.4929,0.1493,0.3448,0.5054,20.07
28.580,1.0963,-0.2193,-1.4929,0.1493,0.3448,0.5054,20.07
28.600,1.1522,-0.3140,-6.3133,5.0000,0.3596,0.4906,20.07
28.620,1.1522,-0.2304,-6.3133,0.6313,0.3596,0.4906,20.07
28.640,1.2047,-0.3195,-6.0606,0.2913,0.3596,0.4906,20.07
28.660,1.2047,-0.2409,-6.0606,0.6061,0.3498,0.4610,20.07
28.680,1.2047,-0.2409,-6.0606,0.6061,0.3498,0.4610,20.07
28.700,1.1706,-0.1831,-0.2401,-5.0000,0.3546,0.4956,20.07
28.720,1.1706,-0.2341,-0.2401,0.0240,0.3546,0.4956,20.07
28.740,1.0228,0.0165,5.2202,-5.0000,0.3546,0.4956,20.07
28.760,1.0228,-0.2046,5.2202,-0.5220,0.3497,0.5104,20.07
28.780,1.0228,-0.2046,5.2202,-0.5220,0.3497,0.5104,20.09
28.800,0.9966,-0.1602,5.9053,-1.4438,0.3498,0.5005,20.07
28.820,0.9966,-0.1993,5.9053,-0.5905,0.3498,0.5005,20.07
28.840,1.0851,-0.3493,1.4093,5.0000,0.3498,0.5005,20.07
28.860,1.0851,-0.2170,1.4093,-0.1409,0.3497,0.5005,20.07
28.880,1.0851,-0.2170,1.4093,-0.1409,0.3497,0.5005,20.07
28.900,1.1510,-0.3287,-3.1843,5.0000,0.3596,0.4906,20.07
28.920,1.1510,-0.2302,-3.1843,0.3184,0.3596,0.4906,20.07
28.940,1.2193,-0.3459,-3.0142,0.0897,0.3596,0.4906,20.08
28.960,1.2193,-0.2439,-3.0142,0.3014,0.3597,0.4709,20.07
28.980,1.1697,-0.1598,1.7527,-5.0000,0.3597,0.4709,20.07
29.000,1.1697,-0.2339,1.7527,-0.1753,0.3745,0.4956,20.07
29.020,1.1697,-0.2339,1.7527,-0.1753,0.3745,0.4956,20.07
29.040,0.9862,0.0770,5.7615,-5.0000,0.3745,0.4956,20.08
29.060,0.9862,-0.1972,5.7615,-0.5761,0.3596,0.5005,20.07
29.080,1.0155,-0.2469,2.8337,3.3637,0.3596,0.5005,20.07
29.100,1.0155,-0.2031,2.8337,-0.2834,0.3745,0.4857,20.07
29.120,1.0155,-0.2031,2.8337,-0.2834,0.3745,0.4857,20.07
29.140,1.0749,-0.3037,-3.0493,5.0000,0.3745,0.4857,20.10
29.160,1.0749,-0.2150,-3.0493,0.3049,0.3745,0.4857,20.08
29.180,1.1122,-0.2781,-6.7277,5.0000,0.3745,0.4857,20.07
29.200,1.1122,-0.2224,-6.7277,0.6728,0.3844,0.4660,20.07
29.220,1.1122,-0.2224,-6.7277,0.6728,0.3844,0.4660,20.07
29.240,1.1785,-0.3348,-2.1746,-5.0000,0.3844,0.4660,20.07
29.260,1.1785,-0.2357,-2.1746,0.2175,0.3646,0.4660,20.07
29.280,1.1253,-0.1457,4.1427,-5.0000,0.3646,0.4660,20.08
29.300,1.1253,-0.2251,4.1427,-0.4143,0.4041,0.4859,20.07
29.320,1.1253,-0.2251,4.1427,-0.4143,0.4041,0.4859,20.07
29.340,0.9326,0.1015,7.6112,-5.0000,0.4041,0.4859,20.07
29.360,0.9326,-0.1865,7.6112,-0.7611,0.3745,0.4956,20.07
29.380,0.9326,-0.1865,7.6112,-0.7611,0.3745,0.4956,20.07
29.400,0.9326,-0.1865,7.6112,-0.7611,0.3894,0.4709,20.08
29.420,0.9326,-0.1865,7.6112,-0.7611,0.3745,0.4759,20.07
29.440,0.9326,-0.1865,7.6112,-0.7611,0.3893,0.4907,115.82
29.460,0.9326,-0.1865,7.6112,-0.7611,0.3893,0.4907,120.30
29.480,0.9326,-0.1865,7.6112,-0.7611,0.3893,0.4907,20.08
29.500,0.9326,-0.1865,7.6112,-0.7611,0.4041,0.4859,20.07
29.520,0.9326,-0.1865,7.6112,-0.7611,0.4041,0.4859,20.08
29.540,0.9326,-0.1865,7.6112,-0.7611,0.4041,0.4859,20.08
29.560,0.9326,-0.1865,7.6112,-0.7611,0.3844,0.4759,20.07
29.580,0.9326,-0.1865,7.6112,-0.7611,0.3844,0.4759,20.08
29.600,0.9326,-0.1865,7.6112,-0.7611,0.3844,0.4759,20.08
29.620,0.9326,-0.1865,7.6112,-0.7611,0.3795,0.4808,20.08
29.640,0.9326,-0.1865,7.6112,-0.7611,0.4041,0.5056,20.08
29.660,0.9326,-0.1865,7.6112,-0.7611,0.4041,0.5056,118.09
29.680,0.9326,-0.1865,7.6112,-0.7611,0.4041,0.5056,20.07
29.700,0.9326,-0.1865,7.6112,-0.7611,0.4041,0.5056,20.08
29.720,0.9326,-0.1865,7.6112,-0.7611,0.4091,0.4908,20.08
29.740,0.9326,-0.1865,7.6112,-0.7611,0.4091,0.4908,20.08
29.760,0.9326,-0.1865,7.6112,-0.7611,0.4190,0.4908,20.07
29.780,0.9326,-0.1865,7.6112,-0.7611,0.4190,0.4908,20.07
29.800,0.9326,-0.1865,7.6112,-0.7611,0.4190,0.4908,20.07
29.820,0.9326,-0.1865,7.6112,-0.7611,0.4091,0.4710,20.07
29.840,0.9326,-0.1865,7.6112,-0.7611,0.4091,0.4710,20.07
29.860,0.9326,-0.1865,7.6112,-0.7611,0.3992,0.4710,20.07
29.880,0.9326,-0.1865,7.6112,-0.7611,0.3992,0.4710,20.10
29.900,0.9326,-0.1865,7.6112,-0.7611,0.3992,0.4710,20.07
29.920,0.9326,-0.1865,7.6112,-0.7611,0.4041,0.4859,20.09
29.940,0.9326,-0.1865,7.6112,-0.7611,0.4041,0.4859,20.07
29.960,0.9326,-0.1865,7.6112,-0.7611,0.4190,0.4810,20.07
29.980,0.9326,-0.1865,7.6112,-0.7611,0.4190,0.4810,20.09
30.000,0.9326,-0.1865,7.6112,-0.7611,0.4190,0.4810,20.07
30.020,0.9326,-0.1865,7.6112,-0.7611,0.4536,0.4761,20.07
30.040,0.9326,-0.1865,7.6112,-0.7611,0.4536,0.4761,20.07
30.060,0.9326,-0.1865,7.6112,-0.7611,0.4436,0.4860,20.09
30.080,0.9326,-0.1865,7.6112,-0.7611,0.4436,0.4860,20.08
30.100,0.9326,-0.1865,7.6112,-0.7611,0.4436,0.4860,20.07
30.120,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.4908,20.07
30.140,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.4908,20.06
30.160,0.9326,-0.1865,7.6112,-0.7611,0.4041,0.4859,20.09
30.180,0.9326,-0.1865,7.6112,-0.7611,0.4041,0.4859,20.09
30.200,0.9326,-0.1865,7.6112,-0.7611,0.4041,0.4957,20.09
30.220,0.9326,-0.1865,7.6112,-0.7611,0.4041,0.4957,20.07
30.240,0.9326,-0.1865,7.6112,-0.7611,0.4041,0.4957,20.06
30.260,0.9326,-0.1865,7.6112,-0.7611,0.3992,0.4908,20.09
30.280,0.9326,-0.1865,7.6112,-0.7611,0.3992,0.4908,20.08
30.300,0.9326,-0.1865,7.6112,-0.7611,0.3892,0.5006,20.07
30.320,0.9326,-0.1865,7.6112,-0.7611,0.3892,0.5006,20.09
30.340,0.9326,-0.1865,7.6112,-0.7611,0.3892,0.5006,20.07
30.360,0.9326,-0.1865,7.6112,-0.7611,0.3794,0.5006,20.09
30.380,0.9326,-0.1865,7.6112,-0.7611,0.3794,0.5006,20.08
30.400,0.9326,-0.1865,7.6112,-0.7611,0.3942,0.5056,20.07
30.420,0.9326,-0.1865,7.6112,-0.7611,0.3942,0.5056,20.07
30.440,0.9326,-0.1865,7.6112,-0.7611,0.3942,0.5056,20.07
30.460,0.9326,-0.1865,7.6112,-0.7611,0.3942,0.4858,20.07
30.480,0.9326,-0.1865,7.6112,-0.7611,0.3942,0.4858,20.07
30.500,0.9326,-0.1865,7.6112,-0.7611,0.3942,0.4957,20.07
30.520,0.9326,-0.1865,7.6112,-0.7611,0.3942,0.4957,20.07
30.540,0.9326,-0.1865,7.6112,-0.7611,0.3942,0.4957,20.07
30.560,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
30.580,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
30.600,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5204,20.07
30.620,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5204,20.07
30.640,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5204,20.07
30.660,0.9326,-0.1865,7.6112,-0.7611,0.3942,0.5155,20.07
30.680,0.9326,-0.1865,7.6112,-0.7611,0.3942,0.5155,20.08
30.700,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5205,20.07
30.720,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5205,20.07
30.740,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5205,20.07
30.760,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
30.780,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
30.800,0.9326,-0.1865,7.6112,-0.7611,0.3991,0.5106,20.07
30.820,0.9326,-0.1865,7.6112,-0.7611,0.3991,0.5106,20.07
30.840,0.9326,-0.1865,7.6112,-0.7611,0.3991,0.5106,20.07
30.860,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5205,20.07
30.880,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5205,20.07
30.900,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
30.920,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
30.940,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
30.960,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
30.980,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.000,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.020,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.040,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.060,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.080,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.100,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.120,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.140,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.160,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.180,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.200,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.220,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.240,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.260,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.280,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.300,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.320,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.340,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.360,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.380,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.400,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.08
31.420,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.440,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.460,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.480,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.500,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.520,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.540,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.560,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.580,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.09
31.600,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.620,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.08
31.640,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.660,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.680,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.700,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.720,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.740,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.760,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.780,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.800,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.820,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.08
31.840,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.860,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.880,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.900,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.920,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.07
31.940,0.9326,-0.1865,7.6112,-0.7611,0.4090,0.5106,20.08
