t_s,imu1_roll_deg,cmd_roll_erpm,imu1_pitch_deg,cmd_pitch_erpm,imu2_roll_deg,imu2_pitch_deg,motor_roll_erpm,motor_pitch_erpm,motor_roll_pos_deg,motor_pitch_pos_deg,motor_roll_amps,motor_pitch_amps,roll_rate_dps,pitch_rate_dps,dt_ms
0.000,0.5995,-481.8,-1.4834,-445.6,-0.6957,5.4921,0,0,0.00,0.00,0.000,0.000,0.11,-0.11,0.01
0.020,0.5995,-479.6,-1.4834,-445.0,-0.6957,5.4921,0,0,0.00,0.00,0.000,0.000,0.00,0.00,40.91
0.040,0.5995,-479.6,-1.4834,-445.0,-0.6957,5.4921,-37,-19,0.00,0.00,1.150,0.980,0.00,0.00,20.07
0.060,0.5995,-479.6,-1.4834,-445.0,-0.7016,5.4842,-360,-329,-2.86,-2.86,0.680,0.860,0.00,0.00,20.07
0.080,0.5995,-479.6,-1.4834,-445.0,-0.7016,5.4842,-346,-370,-5.71,-5.71,0.460,0.670,0.00,0.00,20.07
0.100,0.5995,-461.7,-1.4834,-442.2,-0.7016,5.4842,-389,-386,-5.71,-5.71,0.230,0.200,-0.90,0.56,20.08
0.120,0.5995,-461.7,-1.4834,-442.2,-0.7016,5.4842,-403,-430,-11.43,-11.43,0.330,0.000,-0.90,0.56,20.08
0.140,0.5308,-370.9,-1.4520,-430.0,-0.7016,5.4842,-392,-395,-11.43,-11.43,0.520,0.060,-2.69,1.12,20.07
0.160,0.5308,-370.9,-1.4520,-430.0,-0.7016,5.4842,-423,-415,-14.29,-14.29,0.780,0.340,-2.69,1.12,20.07
0.180,0.5308,-370.9,-1.4520,-430.0,-0.7016,5.4842,-378,-414,-17.14,-17.14,1.100,0.740,-2.69,1.12,20.07
0.200,0.3629,89.5,-1.3798,-404.4,-0.7016,5.4842,-347,-428,-17.14,-17.14,1.310,0.880,-4.48,1.90,20.07
0.220,0.3629,89.5,-1.3798,-404.4,-0.7016,5.4842,-373,-444,-22.86,-22.86,1.010,0.630,-4.48,1.90,20.07
0.240,0.1194,96.2,-1.2771,-370.3,-0.7016,5.4842,-136,-416,-22.86,-22.86,0.160,0.140,-4.81,2.57,20.08
0.260,0.1194,96.2,-1.2771,-370.3,-0.7016,5.4842,-49,-427,-22.86,-25.71,0.240,0.020,-4.81,2.57,20.06
0.280,0.1194,96.2,-1.2771,-370.3,-0.7016,5.4842,4,-375,-22.86,-28.57,0.100,0.020,-4.81,2.57,20.08
0.300,-0.0652,42.5,-1.1437,-327.4,-0.7304,5.4870,11,-385,-22.86,-28.57,0.060,0.200,-2.13,3.13,20.08
0.320,-0.0652,42.5,-1.1437,-327.4,-0.7304,5.4870,26,-392,-22.86,-34.29,0.020,0.560,-2.13,3.13,20.07
0.340,-0.1319,-6.7,-0.9915,16.8,-0.7304,5.4870,6,-332,-22.86,-34.29,0.030,0.850,0.34,3.36,20.08
0.360,-0.1319,-6.7,-0.9915,16.8,-0.7522,5.4908,10,-307,-22.86,-37.14,0.060,0.780,0.34,3.36,20.06
0.380,-0.1319,-6.7,-0.9915,16.8,-0.7522,5.4908,0,-37,-22.86,-37.14,0.010,0.530,0.34,3.36,20.07
0.400,-0.0653,-49.2,-0.8321,16.2,-0.7595,5.4898,0,-5,-22.86,-37.14,0.010,0.740,2.46,3.25,20.07
0.420,-0.0653,-49.2,-0.8321,16.2,-0.7595,5.4898,-1,0,-22.86,-37.14,0.030,0.760,2.46,3.25,20.07
0.440,0.0806,-69.4,-0.6812,12.3,-0.7595,5.4898,-23,0,-22.86,-37.14,0.100,0.740,3.47,2.46,20.07
0.460,0.0806,-69.4,-0.6812,12.3,-0.7442,5.4849,-16,0,-22.86,-37.14,0.080,0.720,3.47,2.46,20.08
0.480,0.0806,-69.4,-0.6812,12.3,-0.7442,5.4849,4,0,-22.86,-37.14,0.280,0.720,3.47,2.46,20.08
0.500,0.2550,-49.2,-0.5754,7.8,-0.7088,5.4831,4,0,-22.86,-37.14,0.400,0.710,2.46,1.57,20.07
0.520,0.2550,-49.2,-0.5754,7.8,-0.7088,5.4831,-4,2,-22.86,-37.14,0.550,0.690,2.46,1.57,20.08
0.540,0.3302,6.7,-0.5138,3.4,-0.7088,5.4831,-1,0,-22.86,-37.14,0.600,0.690,-0.34,0.67,20.07
0.560,0.3302,6.7,-0.5138,3.4,-0.6800,5.4803,-22,0,-22.86,-37.14,0.620,0.670,-0.34,0.67,20.07
0.580,0.3302,6.7,-0.5138,3.4,-0.6800,5.4803,-15,0,-22.86,-37.14,0.440,0.680,-0.34,0.67,20.07
0.600,0.2773,35.8,-0.4940,-0.6,-0.6880,5.4862,-26,1,-22.86,-37.14,0.360,0.680,-1.79,-0.11,20.08
0.620,0.2773,35.8,-0.4940,-0.6,-0.6880,5.4862,-46,0,-22.86,-37.14,0.180,0.670,-1.79,-0.11,20.07
0.640,0.1657,35.8,-0.5048,-2.2,-0.6880,5.4862,-32,0,-22.86,-37.14,0.010,0.680,-1.79,-0.45,20.07
0.660,0.1657,35.8,-0.5048,-2.2,-0.7158,5.4821,-3,0,-22.86,-37.14,0.030,0.670,-1.79,-0.45,20.07
0.680,0.1657,35.8,-0.5048,-2.2,-0.7158,5.4821,2,0,-22.86,-37.14,0.000,0.680,-1.79,-0.45,20.08
0.700,0.0909,13.4,-0.5238,-2.2,-0.7585,5.4828,3,0,-22.86,-37.14,0.040,0.680,-0.67,-0.45,20.07
0.720,0.0909,13.4,-0.5238,-2.2,-0.7585,5.4828,5,0,-22.86,-37.14,0.080,0.690,-0.67,-0.45,20.07
0.740,0.0873,-6.7,-0.5456,-2.8,-0.7585,5.4828,1,0,-22.86,-37.14,0.070,0.690,0.34,-0.56,20.07
0.760,0.0873,-6.7,-0.5456,-2.8,-0.7793,5.4797,0,0,-22.86,-37.14,0.100,0.690,0.34,-0.56,20.07
0.780,0.1263,-6.7,-0.5677,-2.8,-0.7793,5.4797,0,0,-22.86,-37.14,0.060,0.690,0.34,-0.56,20.08
0.800,0.1263,-24.6,-0.5677,-2.2,-0.7588,5.4828,1,0,-22.86,-37.14,0.040,0.700,1.23,-0.45,20.07
0.820,0.1263,-24.6,-0.5677,-2.2,-0.7588,5.4828,4,0,-22.86,-37.14,0.020,0.700,1.23,-0.45,20.10
0.840,0.1917,-22.4,-0.5785,-1.1,-0.7588,5.4828,2,0,-22.86,-37.14,0.040,0.700,1.12,-0.22,20.07
0.860,0.1917,-22.4,-0.5785,-1.1,-0.7289,5.4731,1,0,-22.86,-37.14,0.080,0.700,1.12,-0.22,20.07
0.880,0.2274,-22.4,-0.5798,-1.1,-0.7289,5.4731,0,-1,-22.86,-37.14,0.110,0.710,1.12,-0.22,20.07
0.900,0.2274,-0.0,-0.5798,-0.6,-0.7012,5.4772,0,0,-22.86,-37.14,0.150,0.690,0.00,-0.11,20.09
0.920,0.2274,-0.0,-0.5798,-0.6,-0.7012,5.4772,-4,0,-22.86,-37.14,0.160,0.710,0.00,-0.11,20.07
0.940,0.2124,13.4,-0.5752,0.0,-0.7012,5.4772,0,0,-22.86,-37.14,0.140,0.710,-0.67,0.00,20.07
0.960,0.2124,13.4,-0.5752,0.0,-0.7012,5.4772,-1,0,-22.86,-37.14,0.140,0.710,-0.67,0.00,20.07
0.980,0.1677,13.4,-0.5611,0.0,-0.7012,5.4772,0,0,-22.86,-37.14,0.090,0.700,-0.67,0.00,20.07
1.000,0.1677,22.4,-0.5611,1.1,-0.7286,5.4731,-1,0,-22.86,-37.14,0.070,0.710,-1.12,0.22,20.07
1.020,0.1677,22.4,-0.5611,1.1,-0.7286,5.4731,0,0,-22.86,-37.14,0.040,0.700,-1.12,0.22,20.08
1.040,0.1299,4.5,-0.5459,0.0,-0.7286,5.4731,0,0,-22.86,-37.14,0.000,0.710,-0.22,0.00,20.07
1.060,0.1299,4.5,-0.5459,0.0,-0.7519,5.4839,1,0,-22.86,-37.14,0.030,0.700,-0.22,0.00,20.07
1.080,0.1230,4.5,-0.5470,0.0,-0.7519,5.4839,0,0,-22.86,-37.14,0.010,0.700,-0.22,0.00,20.07
1.100,0.1230,-4.5,-0.5470,0.0,-0.7508,5.4769,0,0,-22.86,-37.14,0.000,0.710,0.22,0.00,20.07
1.120,0.1230,-4.5,-0.5470,0.0,-0.7508,5.4769,0,0,-22.86,-37.14,0.010,0.700,0.22,0.00,20.07
1.140,0.1447,-11.2,-0.5506,0.6,-0.7508,5.4769,0,0,-22.86,-37.14,0.010,0.710,0.56,0.11,20.06
1.160,0.1447,-11.2,-0.5506,0.6,-0.7359,5.4720,1,0,-22.86,-37.14,0.000,0.710,0.56,0.11,20.08
1.180,0.1723,-11.2,-0.5462,0.6,-0.7359,5.4720,0,0,-22.86,-37.14,0.040,0.700,0.56,0.11,20.07
1.200,0.1723,-11.2,-0.5462,0.0,-0.7220,5.4741,0,0,-22.86,-37.14,0.050,0.710,0.56,0.00,20.08
1.220,0.1723,-11.2,-0.5462,0.0,-0.7220,5.4741,0,0,-22.86,-37.14,0.080,0.700,0.56,0.00,20.10
1.240,0.1861,-0.0,-0.5439,0.6,-0.7220,5.4741,0,0,-22.86,-37.14,0.090,0.700,0.00,0.11,20.07
1.260,0.1861,-0.0,-0.5439,0.6,-0.7151,5.4752,0,0,-22.86,-37.14,0.100,0.710,0.00,0.11,20.09
1.280,0.1782,-0.0,-0.5381,0.6,-0.7151,5.4752,0,0,-22.86,-37.14,0.090,0.710,0.00,0.11,20.07
1.300,0.1782,11.2,-0.5381,0.6,-0.7359,5.4720,-1,0,-22.86,-37.14,0.090,0.710,-0.56,0.11,20.08
1.320,0.1782,11.2,-0.5381,0.6,-0.7359,5.4720,-1,0,-22.86,-37.14,0.080,0.710,-0.56,0.11,20.08
1.340,0.1483,6.7,-0.5287,0.0,-0.7359,5.4720,0,0,-22.86,-37.14,0.050,0.700,-0.34,0.00,20.06
1.360,0.1483,6.7,-0.5287,0.0,-0.7508,5.4769,-1,0,-22.86,-37.14,0.030,0.700,-0.34,0.00,20.07
1.380,0.1265,6.7,-0.5252,0.0,-0.7508,5.4769,-1,0,-22.86,-37.14,0.020,0.700,-0.34,0.00,20.07
1.400,0.1265,-0.0,-0.5252,0.6,-0.7512,5.4769,0,0,-22.86,-37.14,0.010,0.720,0.00,0.11,20.07
1.420,0.1265,-0.0,-0.5252,0.6,-0.7512,5.4769,0,0,-22.86,-37.14,0.000,0.700,0.00,0.11,20.07
1.440,0.1334,-11.2,-0.5241,-0.6,-0.7512,5.4769,0,0,-22.86,-37.14,0.020,0.700,0.56,-0.11,20.06
1.460,0.1334,-11.2,-0.5241,-0.6,-0.7522,5.4839,1,0,-22.86,-37.14,0.020,0.700,0.56,-0.11,20.08
1.480,0.1621,-11.2,-0.5265,-0.6,-0.7522,5.4839,0,0,-22.86,-37.14,0.060,0.710,0.56,-0.11,20.07
1.500,0.1621,-11.2,-0.5265,0.6,-0.7442,5.4780,1,0,-22.86,-37.14,0.070,0.700,0.56,0.11,20.08
1.520,0.1621,-11.2,-0.5265,0.6,-0.7442,5.4780,0,0,-22.86,-37.14,0.090,0.700,0.56,0.11,20.08
1.540,0.1759,-0.0,-0.5243,-1.1,-0.7442,5.4780,0,0,-22.86,-37.14,0.110,0.710,0.00,-0.22,20.07
1.560,0.1759,-0.0,-0.5243,-1.1,-0.7369,5.4790,0,0,-22.86,-37.14,0.120,0.710,0.00,-0.22,20.08
1.580,0.1748,-0.0,-0.5174,-1.1,-0.7369,5.4790,0,0,-22.86,-37.14,0.110,0.700,0.00,-0.22,20.07
1.600,0.1748,6.7,-0.5174,0.6,-0.7369,5.4790,0,0,-22.86,-37.14,0.110,0.700,-0.34,0.11,20.08
1.620,0.1748,6.7,-0.5174,0.6,-0.7369,5.4790,-1,0,-22.86,-37.14,0.090,0.710,-0.34,0.11,20.07
1.640,0.1450,4.5,-0.5080,0.0,-0.7369,5.4790,-1,0,-22.86,-37.14,0.080,0.720,-0.22,0.00,20.07
1.660,0.1450,4.5,-0.5080,0.0,-0.7512,5.4769,-1,0,-22.86,-37.14,0.070,0.710,-0.22,0.00,20.07
1.680,0.1232,4.5,-0.5044,0.0,-0.7512,5.4769,0,0,-22.86,-37.14,0.060,0.710,-0.22,0.00,20.09
1.700,0.1232,4.5,-0.5044,0.0,-0.7512,5.4769,0,0,-22.86,-37.14,0.060,0.700,-0.22,0.00,20.08
1.720,0.1232,4.5,-0.5044,0.0,-0.7512,5.4769,0,0,-22.86,-37.14,0.060,0.710,-0.22,0.00,20.06
1.740,0.1290,-6.7,-0.4964,0.0,-0.7512,5.4769,0,0,-22.86,-37.14,0.040,0.720,0.34,0.00,20.07
1.760,0.1290,-6.7,-0.4964,0.0,-0.7439,5.4779,0,0,-22.86,-37.14,0.050,0.710,0.34,0.00,20.07
1.780,0.1439,-6.7,-0.5011,0.0,-0.7439,5.4779,0,0,-22.86,-37.14,0.070,0.720,0.34,0.00,20.07
1.800,0.1439,-9.0,-0.5011,0.0,-0.7369,5.4790,0,0,-22.86,-37.14,0.080,0.720,0.45,0.00,20.07
1.820,0.1439,-9.0,-0.5011,0.0,-0.7369,5.4790,0,0,-22.86,-37.14,0.090,0.710,0.45,0.00,20.07
1.840,0.1577,-2.2,-0.4989,-0.6,-0.7369,5.4790,0,0,-22.86,-37.14,0.110,0.710,0.11,-0.11,20.07
1.860,0.1577,-2.2,-0.4989,-0.6,-0.7300,5.4800,0,0,-22.86,-37.14,0.110,0.710,0.11,-0.11,20.08
1.880,0.1566,-2.2,-0.4920,-0.6,-0.7300,5.4800,0,0,-22.86,-37.14,0.100,0.720,0.11,-0.11,20.07
1.900,0.1566,4.5,-0.4920,0.6,-0.7300,5.4800,-1,0,-22.86,-37.14,0.110,0.720,-0.22,0.11,20.08
1.920,0.1566,4.5,-0.4920,0.6,-0.7300,5.4800,-1,0,-22.86,-37.14,0.110,0.720,-0.22,0.11,20.07
1.940,0.1417,2.2,-0.4873,-0.6,-0.7300,5.4800,0,0,-22.86,-37.14,0.100,0.720,-0.11,-0.11,20.07
1.960,0.1417,2.2,-0.4873,-0.6,-0.7300,5.4800,0,0,-22.86,-37.14,0.090,0.710,-0.11,-0.11,20.07
1.980,0.1347,2.2,-0.4884,-0.6,-0.7300,5.4800,0,0,-22.86,-37.14,0.090,0.720,-0.11,-0.11,20.07
2.000,0.1347,2.2,-0.4884,2.2,-0.7422,5.5137,0,0,-22.86,-37.14,0.090,0.710,-0.11,0.45,20.07
2.020,0.1347,2.2,-0.4884,2.2,-0.7422,5.5137,0,0,-22.86,-37.14,0.090,0.710,-0.11,0.45,20.07
2.040,0.1373,-6.7,-0.4597,3.9,-0.7422,5.5137,0,0,-22.86,-37.14,0.080,0.700,0.34,0.78,20.07
2.060,0.1373,-6.7,-0.4597,3.9,-0.7332,5.5928,0,0,-22.86,-37.14,0.070,0.700,0.34,0.78,20.09
2.080,0.1514,-6.7,-0.4149,3.9,-0.7332,5.5928,0,0,-22.86,-37.14,0.090,0.700,0.34,0.78,20.07
2.100,0.1514,-11.2,-0.4149,7.8,-0.7194,5.6869,0,0,-22.86,-37.14,0.110,0.710,0.56,1.57,20.07
2.120,0.1514,-11.2,-0.4149,7.8,-0.7194,5.6869,0,0,-22.86,-37.14,0.110,0.690,0.56,1.57,20.07
2.140,0.1760,-4.5,-0.3472,6.7,-0.7194,5.6869,0,1,-22.86,-37.14,0.140,0.680,0.22,1.34,20.07
2.160,0.1760,-4.5,-0.3472,6.7,-0.7126,5.7303,2,0,-22.86,-37.14,0.170,0.670,0.22,1.34,20.09
2.180,0.1751,-4.5,-0.2978,6.7,-0.7126,5.7303,3,0,-22.86,-37.14,0.180,0.670,0.22,1.34,20.07
2.200,0.1751,13.4,-0.2978,4.5,-0.7522,5.7529,1,0,-22.86,-37.14,0.180,0.650,-0.67,0.90,20.07
2.220,0.1751,13.4,-0.2978,4.5,-0.7522,5.7529,-5,1,-22.86,-37.14,0.180,0.640,-0.67,0.90,20.08
2.240,0.1202,35.8,-0.2641,0.6,-0.8041,5.6744,-2,0,-22.86,-37.14,0.130,0.650,-1.79,0.11,20.07
2.260,0.1202,35.8,-0.2641,0.6,-0.8041,5.6744,-11,0,-22.86,-37.14,0.080,0.640,-1.79,0.11,20.08
2.280,0.0569,35.8,-0.2671,0.6,-0.8041,5.6744,1,0,-22.86,-37.14,0.010,0.640,-1.79,0.11,20.07
2.300,0.0569,22.4,-0.2671,-6.2,-0.8342,5.5495,3,0,-22.86,-37.14,0.040,0.640,-1.12,-1.23,20.07
2.320,0.0569,22.4,-0.2671,-6.2,-0.8342,5.5495,4,0,-22.86,-37.14,0.090,0.650,-1.12,-1.23,20.08
2.340,0.0312,-0.0,-0.3279,-14.0,-0.8294,5.2951,1,0,-22.86,-37.14,0.090,0.660,0.00,-2.80,20.07
2.360,0.0312,-0.0,-0.3279,-14.0,-0.8294,5.2951,3,0,-22.86,-37.14,0.130,0.660,0.00,-2.80,20.08
2.380,0.0508,-0.0,-0.4523,-14.0,-0.8294,5.2951,-1,-1,-22.86,-37.14,0.100,0.690,0.00,-2.80,20.06
2.400,0.0508,-26.9,-0.4523,-23.5,-0.7421,4.8763,0,0,-22.86,-37.14,0.100,0.710,1.34,-4.70,20.07
2.420,0.0508,-26.9,-0.4523,-23.5,-0.7421,4.8763,0,-2,-22.86,-37.14,0.100,0.720,1.34,-4.70,20.07
2.440,0.1376,-53.7,-0.6438,-30.2,-0.6127,4.3648,-10,-5,-22.86,-37.14,0.060,0.770,2.69,-6.04,20.07
2.460,0.1376,-53.7,-0.6438,-30.2,-0.6127,4.3648,-3,-10,-22.86,-37.14,0.000,0.770,2.69,-6.04,20.08
2.480,0.2889,-53.7,-0.9315,-30.2,-0.6127,4.3648,-28,-24,-22.86,-37.14,0.030,0.760,2.69,-6.04,20.08
2.500,0.2889,-78.3,-0.9315,-39.7,-0.3766,3.8478,-31,-34,-22.86,-37.14,0.010,0.710,3.92,-7.95,20.08
2.520,0.2889,-78.3,-0.9315,-39.7,-0.3766,3.8478,-42,-42,-22.86,-37.14,0.000,0.640,3.92,-7.95,20.08
2.540,0.5084,-529.8,-1.2935,-435.1,-0.0510,3.3366,-60,-46,-22.86,-37.14,0.010,0.600,6.15,-9.40,20.08
2.560,0.5084,-529.8,-1.2935,-435.1,-0.0510,3.3366,-70,-43,-22.86,-37.14,0.110,0.540,6.15,-9.40,20.08
2.580,0.8238,-782.1,-1.7329,-566.9,-0.0510,3.3366,-538,-458,-25.71,-40.00,0.180,0.770,6.15,-9.40,20.08
2.600,0.8238,-809.0,-1.7329,-570.2,0.3264,2.8966,-325,-370,-28.57,-42.86,0.130,0.000,7.50,-10.07,20.08
2.620,0.8238,-809.0,-1.7329,-570.2,0.3264,2.8966,-665,-505,-34.29,-45.71,1.090,0.020,7.50,-10.07,20.08
2.640,1.1648,-1050.5,-2.1967,-708.3,0.7157,2.5640,-684,-508,-34.29,-45.71,1.410,0.290,5.93,-9.85,20.08
2.660,1.1648,-1050.5,-2.1967,-708.3,0.7157,2.5640,-754,-563,-42.86,-51.43,1.160,0.580,5.93,-9.85,20.08
2.680,1.4168,-1252.1,-2.6320,-838.8,0.7157,2.5640,-978,-655,-45.71,-54.29,0.790,0.840,5.93,-9.85,20.08
2.700,1.4168,-1202.9,-2.6320,-833.8,1.0692,2.2758,-988,-676,-51.43,-57.14,1.350,0.370,3.47,-8.84,20.08
2.720,1.4168,-1202.9,-2.6320,-833.8,1.0692,2.2758,-1174,-782,-60.00,-65.71,1.470,0.130,3.47,-8.84,20.08
2.740,1.5554,-1257.7,-3.0213,-946.1,1.3654,2.0361,-1118,-812,-62.86,-65.71,0.980,0.610,0.67,-7.95,20.08
2.760,1.5554,-1257.7,-3.0213,-946.1,1.3654,2.0361,-1150,-805,-74.29,-74.29,1.710,0.680,0.67,-7.95,20.08
2.780,1.5360,-1242.2,-3.3502,-1044.8,1.3654,2.0361,-1201,-943,-77.14,-77.14,1.420,0.160,0.67,-7.95,20.08
2.800,1.5360,-1159.4,-3.3502,-1030.2,1.5445,1.8716,-1215,-920,-85.71,-82.86,1.710,0.200,-3.47,-5.04,20.08
2.820,1.5360,-1159.4,-3.3502,-1030.2,1.5445,1.8716,-1227,-1002,-94.29,-91.43,1.790,0.820,-3.47,-5.04,20.08
2.840,1.2882,-878.4,-3.4806,-1036.9,1.5766,1.7921,-1141,-1008,-97.14,-94.29,1.190,0.260,-7.61,1.45,20.08
2.860,1.2882,-878.4,-3.4806,-1036.9,1.5766,1.7921,-1160,-1018,-108.57,-102.86,1.930,0.530,-7.61,1.45,20.08
2.880,0.8523,-529.7,-3.1801,-946.8,1.5766,1.7921,-941,-1005,-111.43,-105.71,1.290,1.120,-7.61,1.45,20.08
2.900,0.8523,-476.0,-3.1801,-882.4,1.5150,1.7705,-905,-1043,-117.14,-111.43,1.330,0.620,-10.30,14.32,20.08
2.920,0.8523,-476.0,-3.1801,-882.4,1.5150,1.7705,-597,-971,-120.00,-120.00,1.630,0.700,-10.30,14.32,20.08
2.940,0.2913,219.3,-2.3049,-592.4,1.2951,1.8106,-553,-915,-122.86,-122.86,1.710,0.970,-10.97,19.81,20.07
2.960,0.2913,219.3,-2.3049,-592.4,1.2951,1.8106,-540,-906,-125.71,-128.57,1.120,0.550,-10.97,19.81,20.08
2.980,-0.2944,219.3,-1.2784,-284.5,1.2951,1.8106,38,-622,-125.71,-131.43,0.370,0.110,-10.97,19.81,20.08
3.000,-0.2944,226.0,-1.2784,-285.6,0.9035,1.9097,12,-655,-125.71,-134.29,0.010,0.630,-11.30,19.58,20.08
3.020,-0.2944,226.0,-1.2784,-285.6,0.9035,1.9097,63,-354,-125.71,-137.14,0.090,0.750,-11.30,19.58,20.08
3.040,-0.8096,802.1,-0.2981,87.8,0.2863,2.0943,112,-357,-125.71,-140.00,0.260,0.710,-7.72,17.57,20.08
3.060,-0.8096,802.1,-0.2981,87.8,0.2863,2.0943,228,-323,-125.71,-142.86,0.010,0.600,-7.72,17.57,20.08
3.080,-1.2274,1136.3,0.5906,87.8,0.2863,2.0943,766,-14,-120.00,-142.86,0.080,0.210,-7.72,17.57,20.08
3.100,-1.2274,1163.2,0.5906,78.3,-0.5564,2.3635,624,-6,-117.14,-142.86,0.640,0.030,-9.06,15.67,20.08
3.120,-1.2274,1163.2,0.5906,78.3,-0.5564,2.3635,974,9,-108.57,-142.86,0.320,0.010,-9.06,15.67,20.08
3.140,-1.6636,1494.3,1.3545,469.6,-1.5399,2.6661,1030,8,-105.71,-142.86,0.380,0.100,-8.17,12.65,20.08
3.160,-1.6636,1494.3,1.3545,469.6,-1.5399,2.6661,1056,20,-97.14,-142.86,0.110,0.050,-8.17,12.65,20.08
3.180,-2.0705,1819.8,1.9666,653.2,-1.5399,2.6661,1410,407,-91.43,-140.00,0.820,0.500,-8.17,12.65,20.08
3.200,-2.0705,1808.6,1.9666,640.9,-2.5377,2.9569,1389,337,-85.71,-137.14,0.100,0.130,-7.61,10.18,20.08
3.220,-2.0705,1808.6,1.9666,640.9,-2.5377,2.9569,1644,527,-71.43,-134.29,0.650,0.090,-7.61,10.18,20.08
3.240,-2.4494,2107.2,2.4332,761.3,-3.5123,3.2205,1667,577,-65.71,-131.43,0.280,0.450,-7.39,6.27,20.08
3.260,-2.4494,2107.2,2.4332,761.3,-3.5123,3.2205,1719,579,-51.43,-128.57,1.180,0.810,-7.39,6.27,20.08
3.280,-2.7757,2368.3,2.7098,844.3,-3.5123,3.2205,1983,733,-42.86,-122.86,1.350,0.840,-7.39,6.27,20.08
3.300,-2.7757,2298.9,2.7098,829.2,-4.4221,3.4280,1968,713,-34.29,-120.00,1.730,0.140,-3.92,3.25,20.07
3.320,-2.7757,2298.9,2.7098,829.2,-4.4221,3.4280,2253,830,-14.29,-114.29,1.880,0.450,-3.92,3.25,20.07
3.340,-2.8785,2267.0,2.8315,847.2,-5.2412,3.6002,2193,819,-8.57,-111.43,2.000,0.840,1.79,-0.45,20.08
3.360,-2.8785,2267.0,2.8315,847.2,-5.2412,3.6002,2251,852,8.57,-105.71,2.000,0.660,1.79,-0.45,20.08
3.380,-2.7080,2130.6,2.7732,829.7,-5.2412,3.6002,2231,829,17.14,-100.00,1.870,0.020,1.79,-0.45,20.08
3.400,-2.7080,2029.8,2.7732,815.7,-5.8863,3.7664,2230,835,31.43,-97.14,2.230,0.480,6.83,-3.25,20.08
3.420,-2.7080,2029.8,2.7732,815.7,-5.8863,3.7664,2119,821,48.57,-88.57,2.080,0.730,6.83,-3.25,20.08
3.440,-2.3213,1655.6,2.5744,743.2,-6.2611,3.8587,2016,824,54.29,-88.57,1.740,0.170,10.07,-5.82,20.08
3.460,-2.3213,1655.6,2.5744,743.2,-6.2611,3.8587,2051,806,71.43,-80.00,2.330,0.070,10.07,-5.82,20.08
3.480,-1.7752,1218.7,2.2482,645.4,-6.2611,3.8587,1755,750,77.14,-77.14,2.230,0.610,10.07,-5.82,20.08
3.500,-1.7752,1176.2,2.2482,632.5,-6.2152,3.8166,1708,754,85.71,-74.29,1.930,0.740,12.20,-8.39,20.08
3.520,-1.7752,1176.2,2.2482,632.5,-6.2152,3.8166,1298,661,97.14,-68.57,2.110,0.020,12.20,-8.39,20.08
3.540,-1.1151,607.8,1.7998,489.6,-5.8733,3.7578,1251,625,100.00,-65.71,1.860,0.000,14.21,-10.07,20.08
3.560,-1.1151,607.8,1.7998,489.6,-5.8733,3.7578,1202,667,108.57,-62.86,2.040,0.370,14.21,-10.07,20.08
3.580,-0.3669,-284.2,1.2865,335.6,-5.8733,3.7578,759,495,114.29,-60.00,2.370,0.650,14.21,-10.07,20.08
3.600,-0.3669,-313.3,1.2865,330.6,-5.2636,3.7689,706,502,117.14,-57.14,2.170,0.720,15.67,-11.08,20.08
3.620,-0.3669,-313.3,1.2865,330.6,-5.2636,3.7689,-38,367,117.14,-54.29,0.990,0.110,15.67,-11.08,20.08
3.640,0.4634,-311.1,0.7268,-57.1,-4.4890,3.8190,-67,405,117.14,-51.43,0.610,0.170,15.55,-11.41,20.08
3.660,0.4634,-311.1,0.7268,-57.1,-4.4890,3.8190,-167,324,114.29,-48.57,0.480,0.050,15.55,-11.41,20.08
3.680,1.2154,-1283.4,0.1511,-57.1,-4.4890,3.8190,-214,2,114.29,-48.57,0.720,0.210,15.55,-11.41,20.08
3.700,1.2154,-1249.8,0.1511,-57.6,-3.5819,3.9269,-260,1,111.43,-48.57,0.970,0.130,13.88,-11.53,20.08
3.720,1.2154,-1249.8,0.1511,-57.6,-3.5819,3.9269,-1006,-4,102.86,-48.57,0.230,0.040,13.88,-11.53,20.08
3.740,1.8566,-1695.6,-0.4172,-53.2,-2.5820,3.9971,-1047,-3,100.00,-48.57,0.360,0.230,10.52,-10.63,20.08
3.760,1.8566,-1695.6,-0.4172,-53.2,-2.5820,3.9971,-1136,-11,91.43,-48.57,0.140,0.080,10.52,-10.63,20.08
3.780,2.3533,-2093.0,-0.9484,-53.2,-2.5820,3.9971,-1588,-11,85.71,-48.57,0.390,0.370,10.52,-10.63,20.08
3.800,2.3533,-2050.5,-0.9484,-46.4,-1.5136,3.9951,-1548,-21,77.14,-48.57,0.050,0.400,8.39,-9.29,20.08
3.820,2.3533,-2050.5,-0.9484,-46.4,-1.5136,3.9951,-1888,-23,60.00,-51.43,0.370,0.110,8.39,-9.29,20.08
